UID,Borough,IssueDate,ExpirationDate
7168,Manhattan,2/24/15,2/24/16
7169,Manhattan,2/24/15,2/24/16
7170,Brooklyn,2/24/15,3/26/16
7171,Staten Island,2/24/15,2/24/16
7172,Manhattan,2/24/15,2/28/16
7173,Manhattan,2/24/15,3/4/16
7174,Queens,2/24/15,2/14/16
7175,Manhattan,2/24/15,2/24/16
7176,Manhattan,2/24/15,2/24/16
7177,Brooklyn,2/24/15,2/24/16
7178,Manhattan,2/24/15,3/9/16
7179,Brooklyn,2/24/15,2/25/16
7180,Manhattan,2/24/15,3/29/16
7181,Brooklyn,2/24/15,2/24/16
7182,Brooklyn,2/25/15,2/25/16
7183,Queens,2/25/15,3/8/16
7184,Manhattan,2/25/15,2/25/16
7185,Manhattan,2/25/15,2/25/20
7186,Brooklyn,2/25/15,3/24/16
7187,Queens,2/25/15,2/28/17
7188,Queens,2/25/15,2/28/17
7189,Manhattan,2/25/15,7/14/19
7190,Manhattan,2/25/15,3/30/16
7191,Staten Island,2/25/15,3/29/16
7192,Queens,2/25/15,3/30/16
7193,Bronx,2/25/15,3/20/17
7194,Manhattan,2/25/15,2/25/16
7195,Bronx,2/25/15,2/25/16
7196,Manhattan,2/25/15,2/25/16
7197,Manhattan,2/25/15,2/25/16
7198,Queens,2/25/15,3/4/16
7199,Manhattan,2/25/15,3/9/16
7200,Brooklyn,2/25/15,2/25/16
7201,Manhattan,2/25/15,2/25/16
7202,Manhattan,2/25/15,3/30/16
7203,Brooklyn,2/25/15,2/25/16
7204,Bronx,2/25/15,3/29/16
7205,Manhattan,2/25/15,3/30/16
7206,Manhattan,2/25/15,3/5/20
7207,Staten Island,2/25/15,3/21/16
7208,Brooklyn,2/25/15,2/21/18
7209,Brooklyn,2/25/15,3/10/16
7218,Staten Island,2/25/15,2/25/16
7219,Queens,2/25/15,2/28/16
7220,Brooklyn,2/25/15,3/12/16
7221,Manhattan,2/25/15,2/25/16
7222,Bronx,2/25/15,3/23/16
7223,Brooklyn,2/25/15,3/30/16
7224,Bronx,2/25/15,2/25/17
7225,Bronx,2/25/15,3/12/16
7226,Manhattan,2/25/15,3/8/16
7227,Manhattan,2/25/15,2/25/16
7228,Queens,2/25/15,2/25/16
7229,Brooklyn,2/25/15,3/22/16
7230,Manhattan,2/25/15,1/9/20
7231,Queens,2/25/15,3/29/16
7232,Bronx,2/25/15,2/18/16
7233,Manhattan,2/25/15,2/25/16
7234,Staten Island,2/25/15,3/28/16
7235,Manhattan,2/25/15,2/25/19
7236,Bronx,2/25/15,3/30/16
7237,Staten Island,2/25/15,3/26/16
7238,Queens,2/25/15,2/25/16
7239,Manhattan,2/25/15,2/25/19
7240,Queens,2/25/15,2/25/16
7241,Queens,2/25/15,1/30/16
7242,Staten Island,2/25/15,2/25/16
7243,Manhattan,2/25/15,2/25/16
7244,Bronx,2/25/15,2/18/16
7245,Queens,2/25/15,2/25/16
7256,Staten Island,2/25/15,3/27/16
7257,Queens,2/25/15,3/30/16
7258,Manhattan,2/25/15,3/23/16
7259,Manhattan,2/25/15,2/4/16
7260,Brooklyn,2/25/15,12/30/19
7261,Manhattan,2/25/15,2/28/16
7262,Manhattan,2/25/15,2/25/16
7263,Brooklyn,2/25/15,3/18/20
7264,Queens,2/25/15,2/25/16
7265,Manhattan,2/25/15,2/25/16
7266,Staten Island,2/25/15,3/29/16
7267,Manhattan,2/25/15,3/5/16
7268,Manhattan,2/25/15,3/10/16
7269,Queens,2/25/15,2/28/17
7270,Staten Island,2/25/15,3/25/16
7271,Queens,2/25/15,2/25/18
7272,Manhattan,2/25/15,1/27/16
7273,Staten Island,2/25/15,3/30/16
7274,Queens,2/25/15,2/25/16
7275,Staten Island,2/25/15,3/25/16
7276,Manhattan,2/25/15,2/25/16
7277,Bronx,2/25/15,2/25/16
7278,Manhattan,2/25/15,2/28/16
7279,Brooklyn,2/25/15,2/25/16
7280,Manhattan,2/25/15,3/30/16
7281,Queens,2/25/15,2/25/16
7282,Bronx,2/25/15,2/25/16
7283,Manhattan,2/25/15,6/25/19
7284,Manhattan,2/25/15,2/11/16
7285,Queens,2/25/15,2/25/16
7286,Queens,2/25/15,2/25/19
7287,Brooklyn,2/25/15,2/25/16
7288,Brooklyn,2/25/15,2/25/16
7289,Manhattan,2/25/15,2/25/18
7290,Staten Island,2/25/15,1/20/17
7291,Brooklyn,2/25/15,3/20/16
7292,Manhattan,2/25/15,2/25/16
7293,Brooklyn,2/25/15,3/29/16
7294,Staten Island,2/25/15,2/25/16
7295,Brooklyn,2/25/15,3/23/16
7296,Manhattan,2/25/15,2/25/16
7297,Queens,2/25/15,2/25/16
7301,Brooklyn,2/25/15,2/25/16
7302,Queens,2/25/15,1/27/16
7303,Brooklyn,2/25/15,2/25/16
7304,Brooklyn,2/25/15,2/25/16
7305,Brooklyn,2/25/15,2/25/16
7306,Brooklyn,2/25/15,3/30/16
7307,Manhattan,2/25/15,3/13/16
7308,Queens,2/25/15,3/20/16
7309,Staten Island,2/25/15,3/29/16
7310,Manhattan,2/25/15,2/25/17
7311,Brooklyn,2/25/15,3/7/16
7312,Manhattan,2/25/15,1/31/16
7313,Brooklyn,2/25/15,2/25/16
7314,Queens,2/25/15,2/25/16
7315,Brooklyn,2/25/15,2/25/16
7316,Queens,2/26/15,3/29/16
7317,Manhattan,2/26/15,2/11/16
7318,Manhattan,2/26/15,3/14/16
7319,Manhattan,2/26/15,2/26/16
7320,Manhattan,2/26/15,3/29/16
7321,Queens,2/26/15,3/30/16
7322,Brooklyn,2/26/15,3/13/16
7323,Bronx,2/26/15,2/26/16
7324,Queens,2/26/15,2/28/16
7325,Staten Island,2/26/15,1/17/16
7326,Manhattan,2/26/15,3/12/16
7327,Manhattan,2/26/15,2/26/16
7328,Brooklyn,2/26/15,3/30/16
7329,Bronx,2/26/15,2/26/16
7331,Queens,2/26/15,2/26/16
7332,Manhattan,2/26/15,2/2/16
7333,Manhattan,2/26/15,5/21/16
7334,Queens,2/26/15,3/29/16
7335,Brooklyn,2/26/15,2/26/20
7336,Staten Island,2/26/15,3/12/16
7337,Manhattan,2/26/15,3/8/16
7338,Bronx,2/26/15,2/18/16
7339,Brooklyn,2/26/15,3/22/16
7340,Staten Island,2/26/15,3/30/16
7341,Queens,2/26/15,2/28/16
7342,Manhattan,2/26/15,3/29/16
7343,Brooklyn,2/26/15,2/26/16
7344,Brooklyn,2/26/15,3/8/16
7345,Queens,2/26/15,3/8/16
7346,Manhattan,2/26/15,3/15/16
7347,Staten Island,2/26/15,3/29/16
7348,Manhattan,2/26/15,2/16/18
7349,Staten Island,2/26/15,3/29/16
7350,Queens,2/26/15,3/24/16
7351,Staten Island,2/26/15,3/30/16
7352,Bronx,2/26/15,3/9/16
7353,Staten Island,2/26/15,2/26/16
7354,Manhattan,2/26/15,2/26/16
7355,Brooklyn,2/26/15,3/29/16
7356,Queens,2/26/15,3/30/16
7357,Manhattan,2/26/15,3/26/16
7358,Manhattan,2/26/15,2/26/16
7359,Staten Island,2/26/15,3/29/16
7360,Queens,2/26/15,2/26/16
7361,Queens,2/26/15,3/30/16
7362,Manhattan,2/26/15,3/30/16
7363,Bronx,2/26/15,2/26/16
7364,Manhattan,2/26/15,3/30/16
7365,Manhattan,2/26/15,3/29/16
7366,Staten Island,2/26/15,3/29/16
7367,Queens,2/26/15,2/26/16
7368,Brooklyn,2/26/15,3/4/16
7369,Brooklyn,2/26/15,2/26/16
7370,Bronx,2/26/15,3/29/16
7371,Manhattan,2/26/15,2/26/16
7372,Manhattan,2/26/15,2/22/17
7373,Queens,2/26/15,3/29/16
7374,Manhattan,2/26/15,2/26/16
7375,Queens,2/26/15,2/26/16
7376,Bronx,2/26/15,3/30/16
7377,Staten Island,2/26/15,3/4/16
7378,Queens,2/26/15,3/24/20
7379,Queens,2/26/15,2/5/16
7380,Brooklyn,2/26/15,3/30/16
7381,Brooklyn,2/26/15,3/8/16
7382,Bronx,2/26/15,2/26/16
7383,Manhattan,2/26/15,2/26/16
7384,Manhattan,2/26/15,2/26/17
7385,Manhattan,2/26/15,12/25/18
7386,Manhattan,2/26/15,2/26/16
7387,Staten Island,2/26/15,3/14/16
7388,Manhattan,2/26/15,3/16/16
7389,Queens,2/26/15,3/27/16
7390,Queens,2/26/15,2/26/16
7391,Manhattan,2/26/15,3/3/16
7392,Queens,2/26/15,3/3/16
7393,Manhattan,2/26/15,2/26/16
7394,Bronx,2/26/15,2/26/16
7395,Bronx,2/26/15,1/28/16
7396,Brooklyn,2/26/15,2/28/16
7397,Queens,2/26/15,3/30/16
7398,Staten Island,2/26/15,3/9/16
7399,Queens,2/26/15,3/30/16
7400,Brooklyn,2/26/15,2/26/16
7401,Queens,2/26/15,2/28/16
7402,Manhattan,2/26/15,2/26/20
7403,Brooklyn,2/26/15,2/26/17
7404,Queens,2/26/15,3/10/16
7405,Queens,2/26/15,3/29/16
7406,Queens,2/26/15,3/29/16
7407,Manhattan,2/26/15,2/26/16
7408,Bronx,2/26/15,3/30/16
7409,Manhattan,2/26/15,3/25/20
7410,Staten Island,2/26/15,3/30/16
7411,Staten Island,2/26/15,2/28/16
7412,Queens,2/26/15,2/26/16
7413,Queens,2/26/15,3/29/16
7414,Queens,2/26/15,2/26/16
7416,Staten Island,2/26/15,2/26/16
7417,Manhattan,2/26/15,2/26/16
7418,Brooklyn,2/26/15,3/23/16
7419,Brooklyn,2/26/15,2/26/16
7420,Queens,2/26/15,2/28/16
7421,Manhattan,2/26/15,3/19/17
7422,Queens,2/26/15,3/30/16
7423,Staten Island,2/26/15,2/26/16
7424,Queens,2/26/15,2/26/16
7425,Manhattan,2/26/15,2/26/16
7426,Bronx,2/26/15,2/28/16
7427,Staten Island,2/26/15,3/13/16
7428,Brooklyn,2/26/15,2/26/16
7429,Manhattan,2/26/15,2/26/16
7430,Bronx,2/26/15,3/30/16
7431,Brooklyn,2/26/15,2/26/17
7432,Brooklyn,2/26/15,3/26/16
7433,Manhattan,2/26/15,2/18/17
7434,Bronx,2/26/15,3/4/17
7435,Bronx,2/26/15,2/6/16
7436,Manhattan,2/26/15,8/13/19
7437,Bronx,2/26/15,2/26/16
7438,Staten Island,2/26/15,2/28/16
7439,Manhattan,2/26/15,3/30/16
7440,Queens,2/26/15,3/30/16
7441,Manhattan,2/26/15,2/26/16
7442,Brooklyn,2/26/15,3/27/16
7443,Bronx,2/27/15,3/17/16
7444,Staten Island,2/27/15,3/12/16
7445,Staten Island,2/27/15,2/27/16
7446,Manhattan,2/27/15,2/27/16
7447,Queens,2/27/15,2/11/16
7448,Manhattan,2/27/15,3/29/16
7449,Queens,2/27/15,3/8/16
7450,Brooklyn,2/27/15,3/25/16
7451,Manhattan,2/27/15,3/30/16
7452,Queens,2/27/15,3/18/18
7453,Manhattan,2/27/15,3/5/16
7454,Manhattan,2/27/15,3/1/16
7455,Bronx,2/27/15,2/11/16
7456,Brooklyn,2/27/15,3/9/16
7457,Staten Island,2/27/15,2/27/16
7458,Queens,2/27/15,2/27/16
7459,Brooklyn,2/27/15,2/27/16
7460,Manhattan,2/27/15,3/12/16
7461,Manhattan,2/27/15,1/25/16
7462,Brooklyn,2/27/15,3/29/16
7463,Staten Island,2/27/15,2/27/16
7464,Manhattan,2/27/15,2/27/16
7465,Queens,2/27/15,1/30/16
7466,Brooklyn,2/27/15,2/1/16
7467,Brooklyn,2/27/15,3/3/16
7468,Bronx,2/27/15,2/27/16
7469,Brooklyn,2/27/15,3/26/16
7470,Queens,2/27/15,2/27/16
7471,Staten Island,2/27/15,2/27/16
7472,Bronx,2/27/15,3/29/16
7473,Queens,2/27/15,3/5/16
7474,Manhattan,2/27/15,3/29/18
7475,Manhattan,2/27/15,3/29/16
7476,Manhattan,2/27/15,3/30/16
7477,Brooklyn,2/27/15,2/27/18
7478,Bronx,2/27/15,3/4/16
7479,Manhattan,2/27/15,2/27/16
7480,Brooklyn,2/27/15,1/28/16
7481,Queens,2/27/15,2/27/16
7482,Bronx,2/27/15,3/5/16
7483,Queens,2/27/15,3/29/16
7484,Manhattan,2/27/15,2/27/16
7485,Bronx,2/27/15,12/28/16
7486,Queens,2/27/15,2/27/16
7487,Brooklyn,2/27/15,2/27/16
7488,Bronx,2/27/15,2/27/16
7489,Brooklyn,2/27/15,2/27/17
7490,Brooklyn,2/27/15,3/5/16
7491,Manhattan,2/27/15,2/27/16
7492,Staten Island,2/27/15,2/27/16
7493,Queens,2/27/15,3/29/16
7494,Bronx,2/27/15,2/27/16
7495,Staten Island,2/27/15,3/29/16
7496,Bronx,2/27/15,3/3/16
7497,Manhattan,2/27/15,3/18/16
7498,Manhattan,2/27/15,3/23/16
7499,Queens,2/27/15,3/1/16
7500,Brooklyn,2/27/15,3/3/16
7501,Bronx,2/27/15,1/8/16
7502,Brooklyn,2/27/15,3/12/20
7504,Manhattan,2/27/15,2/18/16
7506,Manhattan,2/27/15,2/2/16
7507,Brooklyn,2/27/15,3/23/16
7508,Queens,2/27/15,3/30/16
7509,Manhattan,2/27/15,2/27/16
7510,Brooklyn,2/27/15,3/4/16
7511,Bronx,2/27/15,2/27/17
7512,Brooklyn,2/27/15,2/28/16
7513,Manhattan,2/27/15,2/3/17
7514,Brooklyn,2/27/15,2/27/17
7515,Queens,2/27/15,3/25/18
7516,Bronx,2/27/15,2/27/16
7517,Queens,2/27/15,2/27/16
7518,Queens,2/27/15,3/24/16
7519,Bronx,2/27/15,3/29/16
7520,Manhattan,2/27/15,3/12/16
7521,Bronx,2/27/15,3/22/16
7522,Brooklyn,2/27/15,3/13/16
7523,Bronx,2/27/15,3/13/16
7524,Staten Island,2/27/15,2/27/16
7525,Manhattan,2/27/15,3/10/16
7526,Bronx,2/27/15,1/20/16
7527,Staten Island,2/27/15,3/20/16
7528,Bronx,2/27/15,3/10/17
7529,Manhattan,2/27/15,2/26/17
7530,Manhattan,2/27/15,3/4/16
7531,Staten Island,2/27/15,3/12/16
7532,Staten Island,2/27/15,3/22/16
7533,Brooklyn,2/27/15,3/18/16
7534,Queens,2/27/15,3/30/16
7535,Brooklyn,2/27/15,2/27/16
7536,Staten Island,2/27/15,3/3/16
7537,Brooklyn,2/27/15,2/27/16
7538,Manhattan,2/27/15,4/7/20
7539,Brooklyn,2/27/15,2/27/16
7540,Queens,2/27/15,3/29/16
7541,Manhattan,2/27/15,2/26/17
7542,Bronx,2/27/15,2/3/16
7543,Bronx,2/27/15,3/30/16
7544,Manhattan,2/27/15,2/27/16
7545,Staten Island,2/27/15,3/9/16
7546,Manhattan,2/27/15,2/27/17
7547,Queens,2/27/15,2/27/16
7548,Bronx,2/27/15,2/27/16
7549,Brooklyn,2/27/15,3/13/16
7550,Bronx,2/27/15,3/11/16
7551,Manhattan,2/27/15,2/27/16
7552,Bronx,2/27/15,3/15/16
7553,Manhattan,2/27/15,2/27/16
7554,Manhattan,2/27/15,2/28/16
7555,Manhattan,2/27/15,3/30/16
7556,Queens,2/27/15,2/27/16
7557,Queens,2/27/15,2/27/16
7558,Manhattan,2/27/15,3/27/16
7559,Brooklyn,2/27/15,2/27/16
7560,Queens,2/27/15,2/10/16
7561,Staten Island,2/27/15,3/16/16
7562,Queens,2/27/15,3/30/16
7563,Brooklyn,2/27/15,2/28/16
7564,Manhattan,2/27/15,3/7/16
7565,Staten Island,2/27/15,3/29/16
7566,Queens,2/27/15,2/27/16
7567,Bronx,2/27/15,2/27/16
7568,Staten Island,2/27/15,2/9/16
7569,Bronx,2/27/15,3/13/16
7570,Staten Island,2/27/15,3/29/16
7571,Brooklyn,2/27/15,3/29/16
7572,Manhattan,2/28/15,3/30/16
7573,Brooklyn,2/28/15,2/28/16
7574,Bronx,2/28/15,2/8/16
7575,Bronx,2/28/15,12/13/17
7576,Staten Island,2/28/15,3/28/16
7577,Queens,2/28/15,3/11/16
7578,Manhattan,2/28/15,1/25/16
7579,Bronx,2/28/15,2/28/16
7580,Brooklyn,2/28/15,2/28/16
7581,Manhattan,2/28/15,2/28/16
7582,Bronx,2/28/15,3/4/16
7583,Manhattan,2/28/15,2/28/16
7584,Manhattan,2/28/15,3/9/16
7585,Manhattan,2/28/15,2/28/16
7586,Manhattan,2/28/15,3/23/16
7587,Manhattan,2/28/15,10/4/19
7588,Brooklyn,2/28/15,2/28/16
7589,Bronx,2/28/15,2/28/16
7590,Brooklyn,2/28/15,2/28/16
7591,Manhattan,2/28/15,2/28/16
7592,Bronx,2/28/15,3/12/16
7593,Bronx,2/28/15,2/28/16
7594,Manhattan,2/28/15,3/1/16
7595,Queens,2/28/15,3/7/20
7596,Manhattan,2/28/15,3/15/16
7597,Staten Island,2/28/15,2/28/16
7598,Queens,2/28/15,2/28/16
7599,Manhattan,2/28/15,3/11/16
7600,Manhattan,2/28/15,2/28/16
7601,Manhattan,2/28/15,3/1/17
7602,Manhattan,2/28/15,2/28/16
7604,Manhattan,2/28/15,2/7/16
7605,Brooklyn,2/28/15,2/28/16
7606,Brooklyn,2/28/15,2/28/16
7607,Manhattan,2/28/15,2/28/16
7608,Brooklyn,2/28/15,10/26/16
7609,Manhattan,2/28/15,2/28/16
7610,Manhattan,2/28/15,2/8/20
7611,Queens,2/28/15,2/28/16
7612,Queens,2/28/15,2/28/16
7613,Bronx,2/28/15,2/28/16
7614,Manhattan,2/28/15,3/14/16
