UID,Borough,IssueDate,ExpirationDate
51317,Brooklyn,2/4/16,2/4/17
51318,Manhattan,2/4/16,2/4/17
51319,Staten Island,2/4/16,1/9/17
51320,Manhattan,2/4/16,3/14/18
51321,Staten Island,2/4/16,2/28/17
51322,Staten Island,2/4/16,3/1/19
51323,Queens,2/4/16,1/15/17
51324,Brooklyn,2/4/16,2/4/17
51325,Manhattan,2/4/16,3/15/17
51326,Brooklyn,2/4/16,2/4/17
51327,Bronx,2/4/16,2/4/17
51328,Manhattan,2/4/16,3/17/21
51329,Manhattan,2/4/16,3/3/17
51330,Staten Island,2/4/16,2/5/17
51331,Brooklyn,2/4/16,2/4/17
51332,Queens,2/4/16,2/4/18
51333,Queens,2/4/16,2/4/17
51334,Queens,2/4/16,3/19/21
51335,Brooklyn,2/4/16,12/1/16
51336,Brooklyn,2/4/16,2/4/17
51337,Manhattan,2/4/16,1/13/17
51338,Queens,2/4/16,3/31/17
51339,Queens,2/4/16,1/27/17
51340,Brooklyn,2/4/16,2/4/17
51341,Manhattan,2/4/16,2/28/17
51342,Bronx,2/4/16,2/4/17
51343,Manhattan,2/4/16,2/4/17
51344,Bronx,2/4/16,11/4/16
51345,Manhattan,2/4/16,2/4/17
51346,Brooklyn,2/4/16,2/16/17
51347,Manhattan,2/4/16,2/4/17
51348,Queens,2/4/16,10/31/16
51349,Queens,2/4/16,2/4/17
51350,Brooklyn,2/4/16,12/5/16
51351,Brooklyn,2/4/16,2/4/17
51352,Brooklyn,2/4/16,3/5/17
51353,Manhattan,2/4/16,3/19/18
51354,Queens,2/4/16,3/21/17
51355,Queens,2/4/16,3/19/17
51356,Manhattan,2/4/16,2/28/17
51357,Manhattan,2/4/16,10/9/17
51358,Manhattan,2/4/16,3/30/17
51359,Queens,2/4/16,2/8/17
51360,Queens,2/4/16,2/4/17
51361,Queens,2/4/16,2/17/17
51362,Bronx,2/4/16,2/4/17
51363,Manhattan,2/4/16,3/30/17
51364,Queens,2/4/16,2/4/17
51368,Manhattan,2/4/16,3/31/17
51369,Queens,2/4/16,2/4/17
51372,Manhattan,2/5/16,2/5/17
51373,Bronx,2/5/16,2/5/17
51374,Queens,2/5/16,3/3/17
51375,Brooklyn,2/5/16,3/20/17
51376,Manhattan,2/5/16,3/23/17
51377,Manhattan,2/5/16,3/5/17
51378,Manhattan,2/5/16,2/5/17
51379,Queens,2/5/16,3/13/17
51380,Queens,2/5/16,2/5/17
51381,Manhattan,2/5/16,1/27/17
51382,Staten Island,2/5/16,2/18/17
51383,Manhattan,2/5/16,3/30/18
51384,Manhattan,2/5/16,1/23/18
51385,Brooklyn,2/5/16,2/5/17
51386,Manhattan,2/5/16,2/11/18
51387,Manhattan,2/5/16,3/5/17
51388,Manhattan,2/5/16,3/22/17
51389,Staten Island,2/5/16,2/5/17
51390,Manhattan,2/5/16,2/5/17
51391,Staten Island,2/5/16,3/2/17
51392,Manhattan,2/5/16,2/27/17
51393,Brooklyn,2/5/16,2/3/17
51394,Queens,2/5/16,1/26/18
51395,Queens,2/5/16,2/5/17
51396,Manhattan,2/5/16,3/16/18
51397,Manhattan,2/5/16,2/28/17
51398,Manhattan,2/5/16,2/27/17
51399,Manhattan,2/5/16,2/24/17
51400,Manhattan,2/5/16,2/23/17
51401,Queens,2/5/16,3/30/17
51402,Manhattan,2/5/16,2/5/17
51403,Manhattan,2/5/16,2/10/17
51404,Queens,2/5/16,3/22/17
51405,Queens,2/5/16,3/18/17
51406,Staten Island,2/5/16,3/15/17
51407,Brooklyn,2/5/16,2/5/17
51408,Manhattan,2/5/16,2/28/17
51409,Manhattan,2/5/16,2/5/17
51410,Staten Island,2/5/16,11/14/17
51411,Manhattan,2/5/16,3/15/17
51412,Manhattan,2/5/16,2/5/17
51413,Manhattan,2/5/16,3/13/17
51414,Queens,2/5/16,3/11/17
51415,Manhattan,2/5/16,2/27/17
51416,Queens,2/5/16,1/30/17
51417,Manhattan,2/5/16,2/5/17
51418,Brooklyn,2/5/16,2/5/17
51419,Brooklyn,2/5/16,2/28/17
51420,Queens,2/5/16,3/21/18
51421,Queens,2/5/16,2/5/17
51422,Manhattan,2/5/16,3/5/17
51423,Manhattan,2/5/16,2/5/17
51424,Bronx,2/5/16,2/5/17
51425,Manhattan,2/5/16,2/5/17
51426,Brooklyn,2/5/16,2/5/17
51427,Bronx,2/5/16,1/29/17
51428,Brooklyn,2/5/16,2/5/17
51429,Manhattan,2/5/16,4/5/17
51430,Manhattan,2/5/16,2/5/17
51431,Staten Island,2/5/16,2/5/17
51432,Manhattan,2/5/16,3/30/17
51433,Brooklyn,2/5/16,2/26/17
51434,Queens,2/5/16,12/12/16
51435,Brooklyn,2/5/16,2/5/17
51436,Queens,2/5/16,3/13/17
51437,Brooklyn,2/5/16,11/13/16
51438,Queens,2/5/16,2/5/17
51439,Manhattan,2/5/16,2/5/17
51440,Manhattan,2/5/16,2/9/17
51441,Queens,2/5/16,3/13/17
51442,Manhattan,2/5/16,12/10/16
51443,Queens,2/5/16,2/5/17
51444,Staten Island,2/5/16,3/1/17
51445,Staten Island,2/5/16,4/1/17
51446,Brooklyn,2/5/16,2/5/17
51447,Brooklyn,2/5/16,2/28/17
51448,Bronx,2/5/16,2/5/17
51449,Bronx,2/5/16,2/5/17
51450,Queens,2/5/16,3/5/17
51451,Queens,2/5/16,2/5/17
51452,Staten Island,2/5/16,7/10/17
51453,Queens,2/5/16,3/2/17
51454,Brooklyn,2/5/16,2/5/17
51455,Manhattan,2/5/16,2/24/17
51456,Brooklyn,2/5/16,2/5/17
51457,Manhattan,2/5/16,3/30/17
51458,Manhattan,2/5/16,2/5/17
51459,Staten Island,2/5/16,2/22/17
51460,Bronx,2/5/16,2/5/17
51461,Brooklyn,2/5/16,2/5/17
51462,Queens,2/5/16,2/5/17
51463,Bronx,2/5/16,3/18/17
51464,Queens,2/5/16,2/28/17
51465,Queens,2/5/16,1/29/17
51466,Brooklyn,2/5/16,2/5/17
51467,Bronx,2/5/16,3/14/17
51468,Brooklyn,2/5/16,3/8/17
51469,Queens,2/5/16,3/12/17
51470,Queens,2/5/16,2/17/17
51471,Manhattan,2/5/16,2/5/17
51472,Manhattan,2/5/16,2/5/19
51473,Staten Island,2/5/16,2/5/17
51474,Brooklyn,2/5/16,2/5/17
51475,Bronx,2/5/16,2/28/17
51476,Manhattan,2/5/16,3/8/17
51477,Manhattan,2/5/16,3/15/17
51478,Brooklyn,2/5/16,2/5/17
51479,Manhattan,2/5/16,3/14/17
51480,Manhattan,2/5/16,2/5/17
51481,Bronx,2/5/16,2/5/17
51482,Manhattan,2/5/16,2/28/17
51483,Brooklyn,2/5/16,2/5/17
51484,Staten Island,2/5/16,3/11/17
51485,Brooklyn,2/5/16,2/26/17
51486,Queens,2/5/16,3/1/17
51487,Queens,2/5/16,2/5/17
51488,Brooklyn,2/5/16,12/19/16
51489,Manhattan,2/5/16,2/9/17
51490,Manhattan,2/5/16,2/12/17
51491,Bronx,2/5/16,3/5/17
51492,Queens,2/5/16,2/15/17
51493,Queens,2/5/16,1/26/18
51494,Manhattan,2/5/16,3/11/17
51495,Brooklyn,2/5/16,2/5/17
51496,Staten Island,2/5/16,3/7/17
51497,Staten Island,2/5/16,3/29/17
51498,Manhattan,2/5/16,2/5/17
51499,Manhattan,2/5/16,2/12/17
51500,Queens,2/5/16,2/28/17
51501,Brooklyn,2/5/16,3/30/17
51502,Manhattan,2/5/16,3/16/17
51503,Staten Island,2/5/16,2/28/17
51504,Staten Island,2/5/16,2/5/17
51505,Brooklyn,2/5/16,2/5/17
51510,Manhattan,2/5/16,2/5/17
51511,Brooklyn,2/5/16,2/5/17
51512,Brooklyn,2/5/16,2/13/17
51513,Brooklyn,2/5/16,1/31/17
51515,Manhattan,2/5/16,2/5/17
51516,Manhattan,2/5/16,2/5/17
51523,Bronx,2/5/16,3/1/17
51524,Staten Island,2/5/16,2/7/17
51525,Brooklyn,2/5/16,2/5/17
51526,Brooklyn,2/5/16,1/27/17
51527,Manhattan,2/5/16,2/5/17
51528,Manhattan,2/5/16,3/15/17
51529,Queens,2/5/16,2/5/17
51530,Manhattan,2/5/16,2/5/17
51531,Brooklyn,2/5/16,2/3/17
51532,Manhattan,2/5/16,2/5/17
51533,Manhattan,2/5/16,7/2/17
51534,Manhattan,2/5/16,2/5/17
51535,Brooklyn,2/5/16,3/1/17
51536,Brooklyn,2/5/16,2/5/17
51537,Queens,2/5/16,2/5/17
51538,Manhattan,2/5/16,3/3/17
51539,Bronx,2/5/16,3/9/17
51540,Queens,2/5/16,2/26/17
51541,Manhattan,2/5/16,2/28/17
51542,Brooklyn,2/5/16,2/5/17
51543,Manhattan,2/5/16,2/28/17
51544,Manhattan,2/5/16,4/1/17
51545,Manhattan,2/5/16,3/18/17
51546,Manhattan,2/5/16,2/5/17
51547,Manhattan,2/5/16,2/7/17
51548,Brooklyn,2/5/16,2/5/17
51549,Manhattan,2/5/16,2/21/17
51550,Brooklyn,2/5/16,11/23/16
51551,Manhattan,2/5/16,3/2/17
51552,Manhattan,2/5/16,3/1/17
51553,Brooklyn,2/5/16,3/30/17
51554,Queens,2/5/16,2/5/17
51555,Manhattan,2/5/16,2/5/17
51556,Staten Island,2/5/16,2/28/17
51557,Brooklyn,2/5/16,2/3/17
51558,Manhattan,2/5/16,3/15/17
51559,Manhattan,2/5/16,2/5/17
51560,Manhattan,2/5/16,12/30/16
51561,Manhattan,2/5/16,2/5/17
51562,Staten Island,2/5/16,1/30/17
51563,Bronx,2/5/16,3/6/17
51564,Brooklyn,2/5/16,2/23/17
51565,Brooklyn,2/5/16,2/5/17
51566,Brooklyn,2/5/16,3/5/17
51567,Queens,2/5/16,3/8/17
51568,Manhattan,2/5/16,2/5/17
51569,Manhattan,2/5/16,2/5/18
51570,Manhattan,2/5/16,1/21/17
51571,Brooklyn,2/5/16,2/5/17
51572,Manhattan,2/5/16,2/5/17
51573,Manhattan,2/5/16,3/8/17
51574,Queens,2/5/16,12/16/16
51575,Queens,2/5/16,12/16/16
51576,Manhattan,2/5/16,2/5/17
51577,Bronx,2/5/16,3/3/17
51578,Manhattan,2/5/16,2/5/21
51579,Manhattan,2/5/16,2/5/18
51580,Brooklyn,2/5/16,3/31/17
51581,Bronx,2/5/16,12/26/16
51582,Manhattan,2/5/16,3/30/17
51583,Brooklyn,2/6/16,2/6/17
51584,Queens,2/6/16,2/6/17
51585,Queens,2/6/16,2/6/17
51586,Staten Island,2/6/16,2/6/17
51587,Manhattan,2/6/16,4/1/17
51588,Manhattan,2/6/16,4/4/17
51589,Queens,2/6/16,3/30/17
51590,Queens,2/6/16,2/6/17
51591,Brooklyn,2/6/16,3/30/17
51592,Brooklyn,2/6/16,2/6/17
51593,Bronx,2/6/16,2/6/17
51594,Queens,2/6/16,2/9/17
51595,Queens,2/6/16,3/30/17
51596,Manhattan,2/6/16,2/6/17
51597,Manhattan,2/6/16,2/6/17
51598,Staten Island,2/6/16,2/6/17
51599,Manhattan,2/6/16,2/6/17
51600,Queens,2/6/16,2/6/21
51601,Manhattan,2/6/16,3/30/17
51602,Brooklyn,2/6/16,4/3/17
51603,Manhattan,2/6/16,3/18/17
51604,Manhattan,2/6/16,2/6/17
51605,Queens,2/6/16,3/1/17
51606,Manhattan,2/6/16,11/21/17
51607,Brooklyn,2/6/16,3/30/17
51608,Brooklyn,2/6/16,1/24/17
51609,Manhattan,2/6/16,1/5/17
51610,Staten Island,2/6/16,3/30/17
51611,Brooklyn,2/6/16,2/6/17
51612,Bronx,2/6/16,2/28/17
51613,Queens,2/6/16,3/31/18
51614,Manhattan,2/6/16,4/1/17
51615,Manhattan,2/6/16,4/3/16
51616,Brooklyn,2/6/16,1/26/17
51620,Brooklyn,2/6/16,2/6/17
51622,Staten Island,2/6/16,3/30/17
51623,Brooklyn,2/6/16,3/4/17
51624,Manhattan,2/6/16,3/30/18
51625,Manhattan,2/6/16,1/10/18
51626,Manhattan,2/6/16,3/31/17
51627,Brooklyn,2/6/16,2/6/18
51628,Manhattan,2/6/16,2/26/19
51629,Queens,2/6/16,2/15/18
51630,Manhattan,2/6/16,2/6/17
51631,Brooklyn,2/6/16,12/15/16
51632,Staten Island,2/6/16,2/6/17
51633,Manhattan,2/6/16,2/6/17
51634,Manhattan,2/6/16,2/6/17
51635,Queens,2/6/16,2/13/17
51636,Brooklyn,2/6/16,2/6/17
51637,Queens,2/6/16,3/30/17
51642,Manhattan,2/6/16,2/19/18
51643,Bronx,2/6/16,2/6/17
51644,Manhattan,2/6/16,4/29/17
51645,Queens,2/6/16,2/6/17
51646,Bronx,2/6/16,2/6/17
51647,Brooklyn,2/6/16,3/2/17
51648,Staten Island,2/6/16,2/6/17
51649,Manhattan,2/6/16,2/15/17
51650,Manhattan,2/6/16,3/21/17
51651,Manhattan,2/6/16,3/17/17
51652,Staten Island,2/6/16,1/31/19
51653,Staten Island,2/6/16,2/6/17
51654,Manhattan,2/6/16,3/30/17
51655,Staten Island,2/6/16,2/6/17
51656,Queens,2/6/16,2/6/17
51657,Staten Island,2/6/16,2/18/17
51658,Bronx,2/6/16,1/21/18
51659,Manhattan,2/6/16,2/6/17
51660,Queens,2/6/16,2/6/17
51661,Manhattan,2/6/16,12/8/16
51662,Manhattan,2/6/16,1/3/17
51663,Bronx,2/6/16,2/6/17
51664,Bronx,2/6/16,2/6/17
51665,Manhattan,2/6/16,2/6/17
51666,Staten Island,2/6/16,3/18/17
51667,Brooklyn,2/6/16,7/11/20
51668,Manhattan,2/6/16,2/6/17
51669,Queens,2/6/16,2/28/17
51670,Brooklyn,2/6/16,2/6/17
51671,Manhattan,2/6/16,4/2/17
51672,Queens,2/6/16,2/6/17
51673,Manhattan,2/6/16,4/1/17
51674,Queens,2/6/16,4/4/17
51675,Brooklyn,2/6/16,4/2/17
51676,Manhattan,2/6/16,3/21/17
51677,Manhattan,2/6/16,2/6/17
51678,Manhattan,2/6/16,3/30/17
51679,Brooklyn,2/6/16,2/3/17
51680,Manhattan,2/6/16,2/6/17
51681,Brooklyn,2/6/16,2/6/21
51682,Brooklyn,2/6/16,2/6/17
51683,Bronx,2/6/16,2/6/17
51684,Queens,2/6/16,6/7/17
51685,Manhattan,2/6/16,1/31/17
51686,Bronx,2/6/16,2/6/17
51687,Manhattan,2/6/16,4/3/17
51688,Manhattan,2/6/16,1/12/17
51689,Manhattan,2/6/16,3/8/17
51690,Queens,2/6/16,2/6/17
51691,Manhattan,2/6/16,2/6/17
51692,Manhattan,2/6/16,2/6/17
51693,Brooklyn,2/6/16,11/19/18
51694,Manhattan,2/6/16,2/6/17
51695,Manhattan,2/6/16,2/6/17
51696,Manhattan,2/6/16,2/6/18
51697,Manhattan,2/6/16,2/6/17
51698,Manhattan,2/6/16,1/15/17
51699,Staten Island,2/6/16,2/6/17
51700,Queens,2/6/16,2/6/17
51703,Bronx,2/7/16,2/7/17
51704,Manhattan,2/7/16,2/7/17
51705,Manhattan,2/7/16,4/4/17
51706,Manhattan,2/7/16,12/3/20
51707,Manhattan,2/7/16,2/7/17
51708,Bronx,2/7/16,2/7/17
51709,Bronx,2/7/16,2/7/17
51710,Manhattan,2/7/16,2/28/17
51711,Manhattan,2/7/16,1/16/17
51712,Manhattan,2/7/16,3/18/17
51713,Staten Island,2/7/16,2/7/17
51714,Manhattan,2/7/16,3/30/17
51715,Bronx,2/7/16,2/7/17
51716,Brooklyn,2/7/16,3/22/17
51717,Manhattan,2/7/16,4/2/17
51718,Bronx,2/7/16,2/9/17
51719,Staten Island,2/7/16,3/21/17
51720,Brooklyn,2/7/16,2/13/18
51721,Manhattan,2/7/16,2/7/17
51722,Manhattan,2/7/16,2/7/17
51723,Bronx,2/7/16,2/7/17
51724,Manhattan,2/7/16,2/7/17
51725,Manhattan,2/7/16,4/5/17
51726,Bronx,2/7/16,2/7/17
51727,Manhattan,2/7/16,3/31/17
51728,Manhattan,2/7/16,2/13/17
51729,Brooklyn,2/7/16,4/9/17
51730,Brooklyn,2/7/16,4/4/17
51731,Bronx,2/7/16,2/7/17
51732,Brooklyn,2/7/16,4/1/19
51733,Queens,2/7/16,2/13/17
51734,Bronx,2/7/16,2/7/17
51735,Brooklyn,2/7/16,2/7/18
51736,Bronx,2/7/16,3/17/17
51737,Queens,2/7/16,2/7/17
51738,Queens,2/7/16,2/7/17
51739,Staten Island,2/7/16,2/12/17
51740,Bronx,2/7/16,2/7/17
51741,Brooklyn,2/7/16,2/7/17
51742,Staten Island,2/7/16,3/3/17
51743,Bronx,2/7/16,2/7/17
51744,Manhattan,2/7/16,3/2/17
51745,Staten Island,2/7/16,2/7/18
51746,Manhattan,2/7/16,1/17/17
51747,Bronx,2/7/16,3/22/17
51748,Manhattan,2/7/16,2/7/17
51749,Brooklyn,2/7/16,2/7/17
51750,Queens,2/7/16,2/7/17
51751,Bronx,2/7/16,2/28/17
51752,Manhattan,2/7/16,2/9/17
51753,Staten Island,2/7/16,3/30/17
51754,Manhattan,2/7/16,3/3/17
51755,Manhattan,2/7/16,9/26/16
51756,Manhattan,2/7/16,9/26/16
51757,Queens,2/7/16,2/18/17
51758,Queens,2/7/16,2/15/17
51759,Manhattan,2/7/16,1/26/19
51760,Queens,2/7/16,2/7/17
51761,Manhattan,2/7/16,11/13/16
51762,Queens,2/7/16,2/7/17
51763,Queens,2/7/16,2/7/17
51764,Manhattan,2/7/16,2/26/18
51765,Staten Island,2/7/16,3/31/17
51766,Manhattan,2/7/16,3/17/17
51767,Brooklyn,2/7/16,2/7/17
51768,Brooklyn,2/7/16,3/7/17
51769,Queens,2/7/16,2/7/17
51770,Brooklyn,2/7/16,3/22/17
51771,Queens,2/7/16,10/27/16
51772,Brooklyn,2/7/16,2/28/17
51773,Queens,2/7/16,3/29/16
51774,Manhattan,2/7/16,8/30/20
51776,Queens,2/7/16,3/23/19
51777,Manhattan,2/7/16,2/7/21
51778,Brooklyn,2/7/16,2/7/17
51779,Manhattan,2/7/16,3/1/17
51780,Queens,2/7/16,11/6/18
51781,Manhattan,2/7/16,3/21/17
51782,Brooklyn,2/7/16,12/30/16
51783,Manhattan,2/7/16,11/22/16
51784,Staten Island,2/7/16,2/7/17
51785,Brooklyn,2/7/16,2/28/17
51786,Queens,2/7/16,2/7/17
51787,Queens,2/7/16,2/7/17
51788,Manhattan,2/7/16,3/30/17
51789,Manhattan,2/7/16,2/7/17
51790,Queens,2/7/16,10/27/16
51791,Manhattan,2/7/16,3/17/17
51792,Queens,2/7/16,2/7/17
51793,Staten Island,2/7/16,2/10/17
51794,Staten Island,2/7/16,3/16/17
51795,Queens,2/7/16,2/7/17
51796,Queens,2/7/16,3/4/17
51797,Brooklyn,2/7/16,2/21/17
51798,Staten Island,2/7/16,2/27/17
51799,Brooklyn,2/7/16,2/2/17
51800,Manhattan,2/8/16,2/28/17
51801,Queens,2/8/16,3/30/17
51802,Manhattan,2/8/16,2/8/17
51803,Brooklyn,2/8/16,2/8/18
51804,Brooklyn,2/8/16,3/7/17
51805,Manhattan,2/8/16,3/4/17
51806,Manhattan,2/8/16,3/30/17
51807,Manhattan,2/8/16,2/8/17
51808,Brooklyn,2/8/16,2/28/17
51809,Queens,2/8/16,3/5/17
51810,Manhattan,2/8/16,3/16/17
51811,Staten Island,2/8/16,11/29/16
51812,Manhattan,2/8/16,10/12/17
51813,Manhattan,2/8/16,4/1/17
51814,Brooklyn,2/8/16,2/8/17
51815,Manhattan,2/8/16,2/8/17
51816,Queens,2/8/16,2/8/17
51817,Manhattan,2/8/16,1/31/17
51818,Manhattan,2/8/16,3/12/17
51819,Brooklyn,2/8/16,11/12/16
51820,Queens,2/8/16,3/30/17
51821,Manhattan,2/9/16,2/9/17
51822,Staten Island,2/9/16,3/30/17
51823,Staten Island,2/9/16,2/9/17
51824,Queens,2/9/16,2/9/17
51825,Queens,2/9/16,2/4/17
51826,Brooklyn,2/9/16,2/9/17
51827,Brooklyn,2/9/16,2/9/17
51828,Manhattan,2/9/16,11/16/16
51829,Staten Island,2/9/16,3/30/17
51830,Staten Island,2/9/16,2/19/17
51831,Manhattan,2/9/16,2/9/19
51832,Brooklyn,2/9/16,8/18/16
51833,Manhattan,2/9/16,2/25/17
51834,Queens,2/9/16,2/1/17
51835,Brooklyn,2/9/16,1/7/17
51836,Manhattan,2/9/16,1/13/17
51837,Queens,2/9/16,2/9/17
51838,Brooklyn,2/9/16,2/9/17
51839,Queens,2/9/16,2/28/17
51840,Bronx,2/9/16,2/8/17
51841,Staten Island,2/9/16,4/4/17
51843,Manhattan,2/9/16,3/9/17
51844,Queens,2/9/16,2/23/17
51845,Brooklyn,2/9/16,7/23/17
51846,Manhattan,2/9/16,3/30/18
51847,Brooklyn,2/9/16,3/9/17
51848,Queens,2/9/16,2/23/17
51849,Manhattan,2/9/16,12/14/16
51850,Manhattan,2/9/16,2/9/17
51851,Queens,2/9/16,2/9/17
51852,Manhattan,2/9/16,4/1/17
51853,Manhattan,2/9/16,3/11/17
51854,Manhattan,2/9/16,2/9/17
51855,Manhattan,2/9/16,2/28/17
51856,Queens,2/9/16,3/8/17
51857,Bronx,2/9/16,2/9/17
51858,Staten Island,2/9/16,2/9/17
51859,Queens,2/9/16,2/9/17
51860,Queens,2/9/16,1/23/17
51861,Brooklyn,2/9/16,3/17/17
51862,Manhattan,2/9/16,2/28/17
51863,Manhattan,2/9/16,2/9/17
51864,Queens,2/9/16,12/29/16
51865,Queens,2/9/16,2/9/17
51866,Bronx,2/9/16,2/28/17
51867,Queens,2/9/16,3/1/17
51868,Manhattan,2/9/16,3/15/17
51869,Brooklyn,2/9/16,2/9/17
51870,Queens,2/9/16,2/9/17
51871,Queens,2/9/16,2/9/17
51874,Staten Island,2/9/16,3/30/17
51875,Staten Island,2/9/16,2/20/17
51880,Queens,2/9/16,2/9/17
51881,Bronx,2/9/16,3/30/17
51882,Brooklyn,2/9/16,2/22/17
51883,Brooklyn,2/9/16,3/2/17
51884,Queens,2/9/16,2/18/17
51885,Manhattan,2/9/16,3/21/17
51886,Brooklyn,2/9/16,2/17/17
51887,Queens,2/9/16,9/21/16
51888,Brooklyn,2/9/16,3/14/17
51889,Manhattan,2/9/16,3/22/17
51890,Bronx,2/9/16,3/13/17
51891,Queens,2/9/16,2/28/17
51892,Brooklyn,2/9/16,2/9/18
51893,Manhattan,2/9/16,1/30/17
51894,Manhattan,2/9/16,2/9/17
51895,Bronx,2/9/16,3/1/17
51896,Manhattan,2/9/16,2/9/17
51897,Manhattan,2/9/16,2/9/17
51898,Manhattan,2/9/16,3/30/17
51899,Brooklyn,2/9/16,2/28/17
51900,Staten Island,2/9/16,2/7/17
51901,Manhattan,2/9/16,3/18/17
51902,Manhattan,2/9/16,2/9/17
51903,Manhattan,2/9/16,3/1/17
51904,Queens,2/9/16,2/4/17
51905,Queens,2/9/16,2/28/17
51906,Manhattan,2/9/16,4/2/17
51907,Manhattan,2/9/16,2/9/17
51908,Queens,2/9/16,3/16/17
51909,Manhattan,2/9/16,1/30/17
51910,Queens,2/9/16,2/3/17
51911,Bronx,2/9/16,2/14/17
51912,Queens,2/9/16,3/1/17
51913,Queens,2/9/16,2/28/17
51914,Brooklyn,2/9/16,3/30/17
51915,Brooklyn,2/9/16,2/9/17
51916,Staten Island,2/9/16,2/23/17
51917,Brooklyn,2/9/16,2/9/17
51918,Staten Island,2/9/16,2/15/17
51919,Staten Island,2/9/16,2/13/17
51920,Staten Island,2/9/16,3/30/17
51921,Staten Island,2/9/16,8/30/16
51922,Manhattan,2/9/16,3/9/17
51923,Brooklyn,2/9/16,2/9/18
51924,Queens,2/9/16,2/28/17
51925,Staten Island,2/9/16,2/27/17
51926,Manhattan,2/9/16,2/9/17
51927,Queens,2/9/16,1/27/17
51928,Manhattan,2/9/16,3/14/17
51929,Manhattan,2/9/16,3/30/17
51930,Manhattan,2/9/16,2/10/17
51931,Manhattan,2/9/16,1/30/17
51932,Manhattan,2/9/16,3/20/17
51933,Brooklyn,2/9/16,2/9/17
51934,Queens,2/9/16,12/30/16
51935,Brooklyn,2/9/16,2/9/17
51936,Staten Island,2/9/16,2/28/17
51937,Manhattan,2/9/16,3/9/17
51938,Manhattan,2/9/16,11/22/16
51939,Staten Island,2/9/16,1/28/17
51940,Bronx,2/9/16,3/4/17
51941,Queens,2/10/16,3/5/17
51942,Manhattan,2/10/16,3/13/17
51943,Brooklyn,2/10/16,2/10/17
51944,Manhattan,2/10/16,2/10/17
51945,Manhattan,2/10/16,11/29/16
51946,Manhattan,2/10/16,12/20/16
51947,Queens,2/10/16,2/10/17
51948,Manhattan,2/10/16,12/15/16
51949,Manhattan,2/10/16,2/10/17
51950,Queens,2/10/16,2/10/17
51951,Brooklyn,2/10/16,2/10/17
51952,Manhattan,2/10/16,4/2/17
51953,Queens,2/10/16,3/21/17
51954,Manhattan,2/10/16,2/10/17
51955,Bronx,2/10/16,2/10/17
51956,Bronx,2/10/16,3/17/17
51957,Brooklyn,2/10/16,7/15/16
51958,Manhattan,2/10/16,1/8/18
51959,Manhattan,2/10/16,2/11/17
51960,Manhattan,2/10/16,3/18/17
51961,Manhattan,2/10/16,2/21/17
51962,Manhattan,2/10/16,9/5/17
51963,Bronx,2/10/16,2/10/18
51964,Queens,2/10/16,3/11/17
51965,Manhattan,2/10/16,2/13/17
51966,Staten Island,2/10/16,2/10/17
51967,Manhattan,2/10/16,3/1/17
51968,Queens,2/10/16,2/10/17
51969,Brooklyn,2/10/16,2/10/17
51970,Manhattan,2/10/16,2/10/18
51971,Brooklyn,2/10/16,2/10/17
51972,Manhattan,2/10/16,1/3/17
51973,Bronx,2/10/16,3/3/17
51974,Queens,2/10/16,3/30/17
51975,Manhattan,2/10/16,3/18/17
51976,Queens,2/10/16,2/24/17
51977,Manhattan,2/10/16,2/9/18
51978,Manhattan,2/10/16,2/26/17
51979,Manhattan,2/10/16,2/10/17
51980,Bronx,2/10/16,2/10/17
51981,Queens,2/10/16,2/18/17
51982,Staten Island,2/10/16,3/4/17
51983,Manhattan,2/10/16,2/10/21
51984,Bronx,2/10/16,2/21/17
51985,Bronx,2/10/16,3/12/17
51988,Brooklyn,2/10/16,2/10/17
51989,Bronx,2/10/16,2/10/17
51990,Manhattan,2/10/16,3/9/17
51992,Queens,2/10/16,3/30/17
51993,Brooklyn,2/10/16,2/10/17
51994,Queens,2/10/16,5/16/16
51995,Bronx,2/10/16,4/2/16
51996,Manhattan,2/10/16,2/10/17
51997,Brooklyn,2/10/16,2/10/17
51998,Staten Island,2/10/16,2/10/17
51999,Manhattan,2/10/16,4/1/17
52000,Manhattan,2/10/16,1/17/17
52001,Brooklyn,2/10/16,2/10/17
52002,Manhattan,2/10/16,3/13/17
52003,Manhattan,2/10/16,2/10/17
52004,Bronx,2/10/16,2/10/17
52005,Manhattan,2/10/16,1/13/17
52006,Staten Island,2/10/16,2/28/17
52007,Staten Island,2/10/16,2/10/17
52008,Manhattan,2/10/16,3/31/17
52009,Queens,2/10/16,3/2/17
52010,Brooklyn,2/10/16,2/27/17
52011,Staten Island,2/10/16,2/18/17
52012,Staten Island,2/10/16,2/10/17
52017,Brooklyn,2/10/16,2/10/17
52018,Staten Island,2/10/16,3/30/17
52019,Staten Island,2/10/16,2/10/17
52020,Queens,2/10/16,2/25/17
52021,Manhattan,2/10/16,2/28/17
52022,Manhattan,2/10/16,1/30/18
52023,Brooklyn,2/10/16,2/10/18
52024,Brooklyn,2/10/16,1/28/17
52025,Queens,2/10/16,2/10/17
52026,Brooklyn,2/10/16,1/6/19
52027,Brooklyn,2/10/16,2/10/17
52028,Manhattan,2/10/16,2/17/17
52029,Manhattan,2/10/16,2/10/17
52030,Queens,2/10/16,2/10/17
52031,Brooklyn,2/10/16,1/4/17
52032,Queens,2/10/16,3/18/17
