UID,Borough,BreedName
71266,Queens,Yorkshire Terrier
71267,Staten Island,Unknown
71271,Manhattan,Yorkshire Terrier
71272,Brooklyn,Jack Russell Terrier
71273,Manhattan,Labrador Retriever
71274,Bronx,"Poodle, Toy"
71275,Bronx,Chihuahua Crossbreed
71276,Manhattan,Cocker Spaniel
71277,Brooklyn,Shih Tzu
71278,Brooklyn,American English Coonhound
71279,Queens,Shiba Inu
71280,Manhattan,French Bulldog
71281,Manhattan,Unknown
71282,Queens,Bichon Frise
71283,Brooklyn,"Schnauzer, Miniature"
71284,Brooklyn,"Poodle, Miniature"
71285,Manhattan,Beagle
71286,Manhattan,American Eskimo dog
71287,Staten Island,Chihuahua
71288,Bronx,Shih Tzu
71289,Bronx,Unknown
71290,Manhattan,West Highland White Terrier
71291,Staten Island,Cocker Spaniel
71292,Manhattan,Unknown
71293,Manhattan,Unknown
71294,Staten Island,Unknown
71295,Queens,"Coonhound, Black and Tan"
71296,Queens,Bichon Frise
71297,Bronx,Unknown
71298,Queens,American Pit Bull Mix / Pit Bull Mix
71299,Brooklyn,Yorkshire Terrier
71300,Staten Island,Unknown
71301,Queens,Shih Tzu
71302,Manhattan,Labrador Retriever
71303,Bronx,Yorkshire Terrier Crossbreed
71304,Queens,Yorkshire Terrier
71305,Queens,Puggle
71306,Brooklyn,Pomeranian
71307,Manhattan,West Highland White Terrier
71308,Queens,Chihuahua
71309,Manhattan,Norwich Terrier
71310,Manhattan,Unknown
71311,Manhattan,"Poodle, Miniature"
71312,Brooklyn,Poodle
71313,Brooklyn,Beagle
71314,Manhattan,German Shepherd Crossbreed
71315,Brooklyn,Jack Russell Terrier
71316,Manhattan,"Collie, Bearded "
71317,Manhattan,Chow Chow
71318,Brooklyn,German Shepherd Crossbreed
71319,Queens,Yorkshire Terrier
71320,Manhattan,Unknown
71321,Queens,Unknown
71322,Manhattan,Coton de Tulear
71323,Brooklyn,Maltese Crossbreed
71324,Queens,Unknown
71325,Manhattan,"Dachshund, Long Haired Miniature"
71326,Brooklyn,Border Collie
71327,Manhattan,"Poodle, Toy"
71328,Manhattan,Whippet
71329,Manhattan,Whippet
71330,Queens,Yorkshire Terrier
71331,Staten Island,Unknown
71332,Queens,Yorkshire Terrier
71333,Queens,Shih Tzu
71334,Queens,Yorkshire Terrier
71335,Manhattan,Beagle
71336,Queens,Labrador Retriever Crossbreed
71337,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71338,Manhattan,Chihuahua
71339,Queens,Miniature Pinscher
71340,Queens,Havanese
71341,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71342,Manhattan,Pointer
71343,Manhattan,Unknown
71344,Manhattan,Siberian Husky
71345,Manhattan,Labrador Retriever Crossbreed
71346,Brooklyn,Labradoodle
71347,Brooklyn,Yorkshire Terrier
71348,Manhattan,"Shar-Pei, Chinese"
71349,Manhattan,Wire Fox Terrier
71350,Brooklyn,Border Terrier
71351,Brooklyn,"Welsh Corgi, Pembroke"
71352,Queens,Scottish Terrier
71353,Manhattan,Pomeranian
71354,Bronx,Jack Russell Terrier
71355,Brooklyn,Beagle
71356,Manhattan,Unknown
71357,Queens,Shetland Sheepdog
71358,Manhattan,Norwich Terrier
71359,Manhattan,Miniature Pinscher
71360,Bronx,"Poodle, Standard"
71361,Manhattan,Rhodesian Ridgeback
71362,Bronx,Unknown
71363,Manhattan,Cavalier King Charles Spaniel
71364,Manhattan,Labrador Retriever
71365,Queens,Yorkshire Terrier
71366,Staten Island,Shih Tzu
71367,Manhattan,Unknown
71368,Staten Island,Unknown
71369,Brooklyn,Shih Tzu
71370,Manhattan,Chinese Crested
71371,Manhattan,American Pit Bull Terrier/Pit Bull
71372,Bronx,Chihuahua
71373,Brooklyn,Puggle
71374,Manhattan,English Springer Spaniel
71375,Manhattan,Shih Tzu
71376,Brooklyn,German Shepherd Dog
71377,Queens,Shih Tzu
71378,Queens,Unknown
71379,Brooklyn,Chihuahua
71380,Brooklyn,Brussels Griffon
71381,Staten Island,Puggle
71382,Brooklyn,Siberian Husky
71383,Bronx,Maltese
71384,Manhattan,Unknown
71385,Brooklyn,Chihuahua
71386,Manhattan,"Poodle, Toy"
71387,Queens,Pekingese
71388,Brooklyn,Chihuahua
71389,Manhattan,Unknown
71390,Bronx,Labrador Retriever
71391,Manhattan,Unknown
71392,Manhattan,Chihuahua
71393,Queens,German Shepherd Dog
71394,Brooklyn,German Shepherd Dog
71395,Staten Island,Bassett Hound
71396,Staten Island,Miniature Pinscher
71397,Brooklyn,Chihuahua
71398,Queens,Cocker Spaniel
71399,Manhattan,Havanese
71400,Bronx,Pomeranian
71401,Brooklyn,Unknown
71402,Staten Island,Shih Tzu
71403,Manhattan,Jack Russell Terrier
71404,Brooklyn,Unknown
71405,Bronx,American Pit Bull Terrier/Pit Bull
71406,Queens,Unknown
71407,Manhattan,Unknown
71408,Brooklyn,Unknown
71409,Brooklyn,Chihuahua
71410,Brooklyn,Cocker Spaniel
71411,Manhattan,Jack Russell Terrier
71412,Queens,Labrador Retriever
71413,Manhattan,Dachshund Smooth Coat Miniature
71414,Manhattan,Maltese
71415,Queens,Labrador Retriever
71416,Brooklyn,Unknown
71417,Queens,Maltese
71418,Manhattan,Labrador Retriever
71419,Brooklyn,Pomeranian
71420,Bronx,Unknown
71421,Manhattan,Yorkshire Terrier
71422,Manhattan,"Schnauzer, Miniature"
71423,Queens,Poodle
71424,Queens,"Poodle, Standard"
71425,Brooklyn,American Eskimo dog
71426,Manhattan,Labrador Retriever
71427,Manhattan,Shih Tzu
71428,Brooklyn,Cavalier King Charles Spaniel
71429,Bronx,Basset Hound
71430,Manhattan,Rottweiler
71431,Staten Island,Unknown
71432,Staten Island,"Poodle, Miniature"
71433,Bronx,Unknown
71434,Brooklyn,Chihuahua
71435,Brooklyn,Unknown
71436,Staten Island,Beagle
71437,Brooklyn,Yorkshire Terrier
71438,Manhattan,Cavalier King Charles Spaniel
71439,Manhattan,Unknown
71440,Brooklyn,Unknown
71441,Manhattan,Chihuahua
71442,Staten Island,Beagle
71443,Brooklyn,Shiba Inu
71444,Queens,Unknown
71445,Brooklyn,Unknown
71446,Manhattan,Chihuahua
71447,Manhattan,Unknown
71448,Brooklyn,Goldendoodle
71449,Manhattan,American Pit Bull Terrier/Pit Bull
71450,Bronx,Shih Tzu
71451,Staten Island,Yorkshire Terrier
71452,Bronx,Beagle Crossbreed
71453,Bronx,Golden Retriever
71454,Staten Island,Cane Corso
71455,Brooklyn,Yorkshire Terrier
71456,Brooklyn,Jack Russell Terrier
71457,Manhattan,Shih Tzu
71458,Queens,Yorkshire Terrier
71459,Queens,Unknown
71460,Brooklyn,Siberian Husky
71461,Queens,Bassett Hound
71462,Brooklyn,Whippet
71463,Manhattan,Siberian Husky Crossbreed
71464,Staten Island,Beagle
71465,Manhattan,Manchester Terrier
71466,Manhattan,Unknown
71467,Brooklyn,"Poodle, Standard"
71468,Manhattan,Unknown
71469,Brooklyn,Unknown
71470,Manhattan,Dachshund Crossbreed
71471,Manhattan,Scottish Terrier
71472,Manhattan,Unknown
71473,Manhattan,Yorkshire Terrier
71474,Brooklyn,Boxer
71475,Staten Island,Puggle
71476,Queens,Siberian Husky
71477,Manhattan,"Poodle, Toy"
71478,Bronx,Maltese
71479,Manhattan,Unknown
71480,Manhattan,"Poodle, Toy"
71481,Staten Island,Siberian Husky Crossbreed
71482,Manhattan,Havanese
71483,Queens,Maltese
71484,Manhattan,Labrador Retriever
71485,Staten Island,Jack Russell Terrier
71486,Manhattan,Labrador Retriever Crossbreed
71488,Brooklyn,Pomeranian
71489,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71490,Queens,Havanese
71491,Staten Island,Pomeranian
71493,Queens,Boxer
71494,Bronx,Yorkshire Terrier
71495,Staten Island,Pomeranian
71496,Brooklyn,Shih Tzu
71497,Staten Island,Labrador Retriever
71498,Manhattan,"Coonhound, Treeing Walker"
71499,Manhattan,Chihuahua
71500,Brooklyn,Yorkshire Terrier
71501,Queens,Pomeranian
71502,Manhattan,"Poodle, Standard"
71503,Brooklyn,Great Pyrenees
71504,Queens,Labrador Retriever
71505,Manhattan,Unknown
71506,Bronx,"Poodle, Standard"
71507,Brooklyn,West High White Terrier
71508,Queens,Chihuahua
71509,Queens,Australian Shepherd
71510,Queens,Unknown
71511,Bronx,Shih Tzu
71512,Brooklyn,Shih Tzu
71513,Bronx,Unknown
71514,Manhattan,Chow Chow
71515,Queens,Siberian Husky
71516,Bronx,American Pit Bull Mix / Pit Bull Mix
71517,Queens,Maltese
71518,Brooklyn,Wheaton Terrier
71519,Manhattan,Collie Crossbreed
71520,Brooklyn,Toy Fox Terrier
71521,Bronx,Pug
71522,Staten Island,German Shepherd Crossbreed
71523,Brooklyn,Shih Tzu
71524,Brooklyn,Siberian Husky Crossbreed
71525,Brooklyn,Havanese
71526,Manhattan,Havanese
71527,Staten Island,Rottweiler
71528,Queens,American Pit Bull Mix / Pit Bull Mix
71529,Manhattan,Labrador Retriever Crossbreed
71530,Manhattan,Chow Chow
71531,Queens,Chihuahua
71532,Brooklyn,Chow Chow
71533,Queens,Rottweiler
71534,Queens,"Schnauzer, Miniature"
71535,Manhattan,Unknown
71536,Brooklyn,Labrador Retriever
71537,Staten Island,Unknown
71538,Brooklyn,Maltese
71539,Brooklyn,Cavalier King Charles Spaniel
71540,Staten Island,Shih Tzu
71541,Manhattan,Boxer
71542,Brooklyn,Unknown
71543,Manhattan,"Schnauzer, Miniature"
71544,Manhattan,Labrador Retriever
71545,Manhattan,American Pit Bull Terrier/Pit Bull
71546,Manhattan,Yorkshire Terrier
71547,Bronx,Labrador Retriever
71548,Bronx,Cocker Spaniel
71549,Manhattan,Shiba Inu
71550,Brooklyn,Golden Retriever
71551,Bronx,Labrador Retriever
71552,Manhattan,Terrier mix
71553,Brooklyn,Vizsla
71554,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71555,Queens,Pomeranian
71556,Queens,Pomeranian
71557,Manhattan,Unknown
71558,Brooklyn,Maltese
71559,Queens,Yorkshire Terrier
71560,Queens,Cane Corso
71561,Manhattan,Labrador Retriever Crossbreed
71562,Brooklyn,Maltese
71563,Bronx,Unknown
71564,Manhattan,Chihuahua Crossbreed
71565,Manhattan,Wire Fox Terrier
71566,Staten Island,Bichon Frise
71567,Queens,"Poodle, Standard"
71568,Bronx,Unknown
71569,Queens,"Poodle, Standard"
71570,Manhattan,Dachshund Crossbreed
71571,Queens,Pomeranian
71572,Manhattan,Shih Tzu
71573,Queens,Unknown
71574,Bronx,Unknown
71575,Brooklyn,Bichon Frise
71576,Bronx,Siberian Husky
71577,Bronx,Unknown
71578,Queens,Unknown
71579,Staten Island,Boxer
71580,Bronx,Maltese
71581,Staten Island,Shih Tzu
71582,Bronx,Shih Tzu
71583,Staten Island,"Poodle, Miniature"
71584,Brooklyn,Shih Tzu
71585,Queens,Unknown
71586,Queens,Unknown
71587,Manhattan,Labradoodle
71588,Bronx,Bichon Frise
71589,Brooklyn,American Pit Bull Terrier/Pit Bull
71590,Manhattan,Maltese
71591,Manhattan,American Pit Bull Terrier/Pit Bull
71592,Brooklyn,Dachshund
71593,Manhattan,German Shepherd Crossbreed
71594,Manhattan,Pharoh hound
71595,Bronx,Shih Tzu
71596,Manhattan,Yorkshire Terrier
71597,Manhattan,Maltese
71598,Manhattan,Terrier mix
71599,Queens,Yorkshire Terrier
71600,Bronx,Cocker Spaniel
71601,Bronx,Yorkshire Terrier
71602,Queens,American Pit Bull Terrier/Pit Bull
71603,Manhattan,"Bull Dog, French"
71604,Manhattan,Unknown
71605,Manhattan,Shih Tzu
71606,Brooklyn,"Poodle, Toy"
71607,Manhattan,Unknown
71608,Manhattan,Unknown
71609,Manhattan,Chihuahua Crossbreed
71610,Brooklyn,Shih Tzu
71611,Manhattan,Dachshund Smooth Coat Miniature
71612,Manhattan,Labrador Retriever Crossbreed
71613,Manhattan,Havanese
71614,Brooklyn,Shih Tzu
71615,Bronx,Shih Tzu Crossbreed
71616,Brooklyn,Beagle Crossbreed
71617,Staten Island,Shih Tzu
71618,Staten Island,Puggle
71619,Manhattan,Boston Terrier
71620,Brooklyn,Unknown
71621,Queens,Clumber Spaniel
71622,Staten Island,Labradoodle
71623,Queens,American Pit Bull Terrier/Pit Bull
71624,Staten Island,Unknown
71625,Brooklyn,Yorkshire Terrier
71626,Manhattan,American Pit Bull Mix / Pit Bull Mix
71627,Bronx,Labrador Retriever
71628,Brooklyn,Shih Tzu
71629,Brooklyn,Unknown
71630,Queens,Rottweiler
71631,Manhattan,Chihuahua
71632,Manhattan,Rhodesian Ridgeback
71633,Queens,Chihuahua
71634,Manhattan,Shiba Inu
71635,Brooklyn,Shih Tzu
71636,Manhattan,Dachshund Smooth Coat
71637,Queens,"Schnauzer, Miniature"
71638,Staten Island,Chihuahua
71639,Manhattan,"Poodle, Standard"
71640,Manhattan,"Schnauzer, Standard"
71641,Bronx,Unknown
71642,Manhattan,Chihuahua
71643,Bronx,Labrador Retriever
71644,Manhattan,American Staffordshire Terrier 
71645,Manhattan,Boston Terrier
71646,Brooklyn,"Bull Dog, English"
71647,Staten Island,Labrador Retriever
71648,Manhattan,Yorkshire Terrier
71649,Manhattan,Yorkshire Terrier
71650,Queens,Miniature Pinscher
71651,Manhattan,Shetland Sheepdog
71652,Queens,German Shepherd Crossbreed
71653,Bronx,Shih Tzu
71654,Queens,Unknown
71655,Manhattan,Labrador Retriever
71656,Manhattan,Cane Corso
71657,Queens,Yorkshire Terrier
71658,Bronx,Maltese
71659,Staten Island,Bull Terrier
71660,Bronx,American Bully
71661,Manhattan,Unknown
71662,Queens,Labrador Retriever
71663,Manhattan,Dachshund Smooth Coat
71664,Manhattan,Brussels Griffon
71665,Bronx,"Poodle, Standard"
71666,Queens,Labrador Retriever
71667,Staten Island,Labrador Retriever
71668,Brooklyn,Pug
71669,Staten Island,Boston Terrier
71670,Brooklyn,Weimaraner
71671,Brooklyn,Poodle
71672,Staten Island,Papillon
71673,Brooklyn,Unknown
71674,Bronx,Unknown
71675,Brooklyn,Pointer
71676,Brooklyn,Beagle
71677,Manhattan,Newfoundland
71678,Bronx,Unknown
71679,Manhattan,American Pit Bull Mix / Pit Bull Mix
71680,Queens,Brittany Spaniel
71681,Manhattan,"Schnauzer, Standard"
71682,Manhattan,Unknown
71683,Manhattan,Labrador Retriever
71684,Brooklyn,Unknown
71685,Manhattan,Bichon Frise
71686,Queens,German Shepherd Dog
71687,Manhattan,Labrador Retriever
71688,Manhattan,Unknown
71689,Brooklyn,Boxer
71690,Queens,Chihuahua
71691,Brooklyn,Puggle
71692,Staten Island,Unknown
71693,Bronx,Chinese Shar-Pei
71694,Queens,Yorkshire Terrier
71695,Bronx,Miniature Pinscher
71696,Brooklyn,Beagle
71697,Bronx,Unknown
71698,Queens,American Pit Bull Terrier/Pit Bull
71699,Manhattan,Chihuahua
71700,Staten Island,Morkie
71701,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71702,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71703,Bronx,Shih Tzu
71704,Queens,German Shepherd Dog
71705,Manhattan,Unknown
71706,Queens,Shih Tzu
71707,Brooklyn,Shih Tzu
71708,Staten Island,Unknown
71709,Manhattan,Beagle
71710,Manhattan,Unknown
71711,Bronx,Shih Tzu
71712,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71713,Queens,Collie Crossbreed
71714,Manhattan,Chihuahua
71715,Brooklyn,Terrier mix
71716,Manhattan,"Bull Dog, French"
71717,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71718,Manhattan,Chow Chow
71719,Queens,Unknown
71720,Manhattan,Unknown
71721,Staten Island,Yorkshire Terrier
71722,Bronx,Bichon Frise
71723,Staten Island,Maltese
71724,Manhattan,Maltese
71725,Queens,Unknown
71726,Bronx,American Staffordshire Terrier 
71727,Manhattan,Labrador Retriever
71728,Staten Island,Chow Chow
71729,Queens,Yorkshire Terrier
71730,Brooklyn,Maltese
71731,Manhattan,"Bull Dog, English"
71732,Manhattan,Labrador Retriever
71733,Queens,"Bull Dog, French"
71734,Manhattan,Boston Terrier
71735,Manhattan,Labrador Retriever
71736,Queens,Border Collie
71737,Staten Island,Labrador Retriever
71738,Queens,Shih Tzu Crossbreed
71739,Brooklyn,Chihuahua
71740,Queens,Unknown
71741,Manhattan,Chihuahua
71742,Queens,Lhasa Apso
71743,Brooklyn,Pomeranian
71744,Queens,Maltese
71745,Staten Island,Yorkshire Terrier
71746,Queens,Labrador Retriever
71747,Manhattan,Labrador Retriever Crossbreed
71748,Manhattan,Pembroke Welsh Corgi
71749,Bronx,Cocker Spaniel
71750,Brooklyn,Yorkshire Terrier
71751,Bronx,Terrier mix
71752,Brooklyn,Italian Greyhound
71753,Manhattan,Dachshund
71754,Manhattan,Yorkshire Terrier
71755,Manhattan,Boston Terrier
71757,Manhattan,Beagle
71758,Manhattan,Shih Tzu
71759,Brooklyn,Shih Tzu
71760,Queens,Unknown
71761,Queens,Miniature Pinscher
71762,Queens,Chow Chow
71763,Staten Island,"Poodle, Toy"
71764,Queens,Unknown
71765,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71766,Manhattan,American Pit Bull Terrier/Pit Bull
71767,Manhattan,Yorkshire Terrier
71768,Bronx,Jack Russell Terrier
71769,Manhattan,Labrador Retriever
71770,Queens,Jack Russell Terrier
71771,Staten Island,"Poodle, Standard"
71772,Manhattan,Unknown
71773,Brooklyn,Cavalier King Charles Spaniel
71774,Queens,"Collie, Border"
71775,Manhattan,American Bully
71776,Brooklyn,Yorkshire Terrier
71777,Manhattan,Unknown
71778,Bronx,Unknown
71779,Bronx,Cocker Spaniel
71780,Queens,Pomeranian
71781,Brooklyn,Jack Russell Terrier
71782,Manhattan,Yorkshire Terrier
71783,Bronx,Unknown
71784,Queens,"Poodle, Miniature"
71785,Brooklyn,Yorkshire Terrier
71786,Queens,Unknown
71787,Staten Island,Unknown
71788,Staten Island,Staffordshire Bull Terrier
71789,Queens,Shetland Sheepdog
71790,Brooklyn,Australian Shepherd
71791,Queens,Havanese
71792,Brooklyn,Labrador Retriever Crossbreed
71793,Brooklyn,Shih Tzu
71794,Bronx,Shih Tzu Crossbreed
71795,Queens,Maltese
71796,Manhattan,Unknown
71797,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71798,Manhattan,Unknown
71799,Brooklyn,Yorkshire Terrier
71800,Staten Island,Boston Terrier
71801,Queens,Shih Tzu
71802,Manhattan,Great Pyrenees
71803,Queens,Chihuahua Crossbreed
71804,Manhattan,Maltese
71805,Staten Island,German Shepherd Dog
71806,Staten Island,"Poodle, Miniature"
71808,Brooklyn,Maltese
71809,Brooklyn,Puggle
71810,Queens,American Pit Bull Mix / Pit Bull Mix
71814,Brooklyn,Shih Tzu
71815,Staten Island,Shih Tzu
71816,Brooklyn,Chihuahua
71817,Manhattan,Chihuahua
71818,Manhattan,Yorkshire Terrier
71819,Staten Island,Unknown
71820,Bronx,Chihuahua
71821,Manhattan,Golden Retriever
71822,Brooklyn,Unknown
71823,Brooklyn,Belgian Malinois
71824,Brooklyn,Shih Tzu
71825,Brooklyn,Maltese
71826,Manhattan,Golden Retriever
71827,Manhattan,"Dachshund, Wirehaired, Miniature"
71828,Queens,Lhasa Apso
71829,Queens,Tibetan Terrier
71830,Staten Island,Boxer
71831,Manhattan,American Pit Bull Mix / Pit Bull Mix
71832,Bronx,Unknown
71833,Queens,Miniature Schnauzer
71836,Manhattan,Unknown
71837,Staten Island,Pug
71838,Queens,Pomeranian
71839,Manhattan,Dachshund Smooth Coat Miniature
71840,Manhattan,Shih Tzu
71841,Bronx,Unknown
71842,Staten Island,Unknown
71843,Bronx,Shih Tzu Crossbreed
71844,Brooklyn,Yorkshire Terrier
71845,Queens,Staffordshire Bull Terrier
71846,Manhattan,Cocker Spaniel
71847,Manhattan,Pug
71848,Staten Island,Shih Tzu
71849,Queens,Maltese
71850,Manhattan,Irish Terrier
71851,Queens,"Poodle, Standard"
71852,Bronx,Shiba Inu
71853,Manhattan,"Bull Dog, French"
71854,Manhattan,Schipperkee
71855,Manhattan,Maltese
71856,Staten Island,Shiba Inu
71857,Manhattan,Beagle Crossbreed
71858,Bronx,Terrier mix
71859,Queens,"Poodle, Standard"
71860,Brooklyn,Unknown
71861,Brooklyn,American Pit Bull Mix / Pit Bull Mix
71862,Manhattan,Maltese
71863,Brooklyn,Beagle Crossbreed
71864,Manhattan,Pekingese
71865,Queens,Yorkshire Terrier
71866,Bronx,Chihuahua
71867,Staten Island,Siberian Husky
71868,Queens,Pomeranian
71869,Bronx,Unknown
71870,Brooklyn,"Welsh Corgi, Cardigan"
71871,Manhattan,Labrador Retriever Crossbreed
71872,Brooklyn,Beagle Crossbreed
71873,Brooklyn,Unknown
71874,Manhattan,Unknown
71875,Staten Island,Irish Setter
71876,Manhattan,Unknown
71877,Bronx,Shetland Sheepdog
71878,Queens,American Staffordshire Terrier 
71879,Queens,Yorkshire Terrier
71880,Manhattan,Shih Tzu Crossbreed
71881,Bronx,Unknown
71882,Queens,Chihuahua
71883,Queens,Havanese
71884,Queens,Siberian Husky
71885,Brooklyn,Labrador Retriever Crossbreed
71886,Manhattan,Chow Chow
71887,Staten Island,Maltese
71888,Staten Island,Cairn Terrier
71889,Queens,Boston Terrier
71890,Bronx,American Pit Bull Mix / Pit Bull Mix
71891,Queens,Unknown
71892,Queens,Beagle
71893,Queens,American Pit Bull Terrier/Pit Bull
71894,Bronx,Cocker Spaniel
71895,Manhattan,Unknown
71896,Manhattan,Unknown
71897,Brooklyn,Shiba Inu
71898,Staten Island,Italian Greyhound
71899,Queens,Lhasa Apso
71900,Brooklyn,Beagle
71901,Brooklyn,Labrador Retriever
71902,Staten Island,Labrador Retriever
71903,Queens,Jack Russell Terrier
71904,Queens,"Poodle, Standard"
71905,Bronx,Shih Tzu
71906,Manhattan,Unknown
71907,Manhattan,Cavalier King Charles Spaniel
71908,Brooklyn,"Bull Dog, English"
71909,Staten Island,American Pit Bull Mix / Pit Bull Mix
71910,Manhattan,Shiba Inu
71911,Queens,Cairn Terrier
71912,Queens,Chihuahua
71913,Queens,Whippet
71914,Staten Island,Yorkshire Terrier
71915,Manhattan,Unknown
71916,Manhattan,Shih Tzu Crossbreed
71917,Brooklyn,Yorkshire Terrier
71918,Manhattan,Shih Tzu
71919,Brooklyn,Unknown
71920,Brooklyn,Unknown
71921,Brooklyn,Unknown
71922,Queens,"Schnauzer, Miniature"
71923,Brooklyn,Boston Terrier
71924,Brooklyn,Shih Tzu
71925,Brooklyn,Yorkshire Terrier Crossbreed
71926,Queens,"Poodle, Standard"
71927,Brooklyn,Maltese
71928,Manhattan,Shih Tzu
71929,Queens,Unknown
71930,Queens,Cairn Terrier
71931,Manhattan,Unknown
71932,Staten Island,Miniature Pinscher
71933,Manhattan,Labrador Retriever
71934,Manhattan,"Schnauzer, Miniature"
71935,Queens,Yorkshire Terrier
71936,Manhattan,Old English Sheepdog
71937,Manhattan,Unknown
71938,Manhattan,American Pit Bull Mix / Pit Bull Mix
71939,Queens,Unknown
71940,Manhattan,Yorkshire Terrier
71941,Staten Island,Chihuahua
71942,Queens,Maltese
71943,Manhattan,Yorkshire Terrier
71944,Manhattan,Unknown
71945,Manhattan,Unknown
71946,Queens,Yorkshire Terrier
71947,Queens,Unknown
71948,Manhattan,West High White Terrier
71949,Brooklyn,German Shepherd Crossbreed
71950,Queens,Beagle
71951,Brooklyn,Poodle Crossbreed
71952,Manhattan,Cairn Terrier
71953,Queens,German Shepherd Dog
71954,Manhattan,Pug
71955,Queens,Australian Cattledog
71956,Manhattan,Labrador Retriever
71957,Manhattan,Puggle
71958,Brooklyn,Unknown
71959,Manhattan,Maltese
71960,Manhattan,Shiba Inu
71961,Staten Island,Unknown
71962,Bronx,Yorkshire Terrier
71963,Manhattan,"Bull Dog, French"
71964,Queens,Rottweiler
71965,Queens,Unknown
71966,Queens,Whippet
71967,Brooklyn,Beagle
71968,Brooklyn,Shih Tzu
71969,Brooklyn,Unknown
71970,Queens,Norwich Terrier
71971,Staten Island,Cavalier King Charles Spaniel
71972,Manhattan,Havanese
71973,Brooklyn,"Poodle, Toy"
71974,Brooklyn,American Pit Bull Terrier/Pit Bull
71975,Queens,Dachshund Smooth Coat
71976,Queens,Beagle
71977,Queens,Havanese
71978,Staten Island,Maltese
71979,Staten Island,Shiba Inu
71980,Manhattan,American Eskimo dog
71981,Staten Island,Cocker Spaniel
71982,Manhattan,Yorkshire Terrier
71983,Queens,"Bull Dog, French"
71984,Brooklyn,Boston Terrier
71985,Brooklyn,Labrador Retriever Crossbreed
71986,Queens,Yorkshire Terrier
71987,Staten Island,Dachshund Smooth Coat Miniature
71988,Staten Island,Yorkshire Terrier
71989,Brooklyn,Unknown
71990,Queens,Dachshund Smooth Coat
71991,Brooklyn,American Staffordshire Terrier 
71992,Queens,Boxer
71993,Manhattan,Labrador Retriever
71994,Bronx,Shih Tzu
71995,Manhattan,Unknown
71996,Manhattan,Unknown
71997,Brooklyn,American Pit Bull Terrier/Pit Bull
71998,Manhattan,Shih Tzu
71999,Manhattan,Maltese
72000,Bronx,Rottweiler
72001,Staten Island,Cane Corso
72002,Queens,Maltese
72003,Queens,Siberian Husky
72004,Brooklyn,"Shar-Pei, Chinese"
72005,Bronx,Dachshund Smooth Coat Miniature
72006,Bronx,"Poodle, Toy"
72007,Manhattan,Unknown
72008,Queens,Rottweiler
72009,Manhattan,Unknown
72010,Bronx,Puggle
72011,Brooklyn,Chow Chow
72012,Bronx,Unknown
72013,Queens,Yorkshire Terrier
72014,Brooklyn,Chihuahua
72015,Bronx,Cocker Spaniel
72016,Bronx,Unknown
72017,Manhattan,Siberian Husky
72018,Brooklyn,Chihuahua
72019,Manhattan,Shih Tzu
72020,Manhattan,French Bulldog
72021,Brooklyn,Rottweiler
72022,Queens,Shetland Sheepdog
72023,Bronx,Unknown
72024,Bronx,Chihuahua
72025,Manhattan,Goldendoodle
72026,Brooklyn,Chihuahua
72027,Manhattan,Chihuahua
72028,Manhattan,"Collie, Rough Coat"
72029,Brooklyn,Cairn Terrier
72030,Queens,Jack Russell Terrier
72031,Staten Island,Yorkshire Terrier
72032,Manhattan,Unknown
72033,Staten Island,Shih Tzu
72034,Bronx,Cocker Spaniel
72035,Queens,Unknown
72036,Staten Island,American Pit Bull Terrier/Pit Bull
72037,Manhattan,Unknown
72038,Manhattan,"Poodle, Standard"
72039,Manhattan,Shiba Inu
72040,Queens,Unknown
72041,Staten Island,Shih Tzu
72042,Queens,Pomeranian
72043,Queens,Shih Tzu
72044,Brooklyn,"Dachshund, Long Haired"
72045,Manhattan,Vizsla
72046,Manhattan,Goldendoodle
72047,Brooklyn,Shih Tzu
72048,Brooklyn,Maltese
72049,Brooklyn,Cairn Terrier
72050,Manhattan,Labrador Retriever
72051,Queens,Pomeranian
72052,Brooklyn,Boxer
72053,Manhattan,Havanese
72054,Queens,Unknown
72055,Bronx,Yorkshire Terrier
72056,Queens,Shih Tzu
72057,Manhattan,Goldendoodle
72058,Brooklyn,Yorkshire Terrier
72059,Manhattan,French Bulldog
72060,Manhattan,"Poodle, Miniature"
72061,Brooklyn,Unknown
72062,Manhattan,Pug
72063,Brooklyn,Dachshund
72064,Queens,"Poodle, Toy"
72065,Brooklyn,Unknown
72066,Queens,Labrador Retriever
72067,Bronx,Shih Tzu
72068,Bronx,Yorkshire Terrier
72069,Queens,Unknown
72070,Bronx,Pomeranian
72071,Queens,Chihuahua Crossbreed
72072,Brooklyn,Shih Tzu
72073,Manhattan,Maltese
72074,Brooklyn,Irish Setter
72075,Staten Island,Yorkshire Terrier
72076,Brooklyn,Terrier Crossbreed
72077,Manhattan,Poodle Crossbreed
