UID,Borough,Gender
95563,Brooklyn,F
95564,Brooklyn,F
95565,Brooklyn,M
95566,Manhattan,F
95567,Staten Island,M
95568,Manhattan,M
95569,Staten Island,M
95570,Manhattan,M
95571,Brooklyn,F
95572,Brooklyn,M
95573,Manhattan,M
95574,Queens,M
95575,Brooklyn,M
95576,Staten Island,M
95577,Manhattan,F
95578,Brooklyn,M
95579,Manhattan,M
95580,Queens,M
95581,Queens,M
95582,Queens,M
95583,Queens,M
95584,Staten Island,M
95585,Bronx,F
95586,Bronx,M
95587,Manhattan,F
95588,Brooklyn,F
95589,Manhattan,M
95590,Manhattan,F
95591,Queens,F
95602,Manhattan,F
95603,Manhattan,F
95604,Manhattan,F
95605,Bronx,F
95606,Brooklyn,F
95607,Manhattan,F
95608,Queens,M
95609,Manhattan,M
95610,Manhattan,M
95611,Queens,M
95612,Queens,M
95613,Queens,M
95614,Manhattan,F
95615,Brooklyn,F
95616,Brooklyn,F
95617,Bronx,M
95618,Manhattan,M
95619,Staten Island,M
95620,Bronx,M
95621,Queens,F
95622,Queens,M
95623,Bronx,M
95624,Manhattan,M
95625,Brooklyn,M
95626,Queens,F
95627,Queens,F
95628,Brooklyn,F
95629,Staten Island,M
95630,Manhattan,F
95631,Manhattan,M
95632,Manhattan,M
95633,Brooklyn,F
95634,Queens,F
95635,Manhattan,F
95636,Brooklyn,F
95637,Brooklyn,F
95638,Manhattan,M
95639,Brooklyn,F
95640,Manhattan,M
95641,Brooklyn,M
95642,Brooklyn,F
95643,Manhattan,F
95644,Manhattan,M
95645,Manhattan,M
95646,Brooklyn,M
95647,Queens,M
95648,Manhattan,M
95649,Brooklyn,M
95650,Manhattan,F
95651,Brooklyn,M
95652,Manhattan,M
95653,Queens,F
95654,Manhattan,F
95655,Manhattan,F
95656,Staten Island,F
95657,Staten Island,M
95658,Manhattan,M
95659,Manhattan,M
95660,Staten Island,M
95661,Manhattan,M
95662,Staten Island,F
95663,Queens,F
95664,Queens,F
95665,Manhattan,M
95666,Brooklyn,M
95667,Brooklyn,M
95668,Queens,F
95669,Queens,F
95670,Queens,F
95671,Staten Island,F
95672,Brooklyn,M
95673,Manhattan,F
95674,Brooklyn,M
95675,Manhattan,F
95676,Brooklyn,F
95677,Brooklyn,F
95678,Bronx,F
95679,Staten Island,F
95680,Manhattan,M
95681,Staten Island,F
95682,Manhattan,M
95683,Manhattan,M
95684,Brooklyn,M
95685,Brooklyn,F
95686,Queens,F
95687,Queens,M
95688,Queens,M
95689,Manhattan,M
95690,Manhattan,M
95691,Queens,M
95692,Bronx,M
95693,Manhattan,M
95694,Bronx,M
95695,Staten Island,M
95696,Manhattan,M
95697,Staten Island,M
95698,Manhattan,M
95699,Manhattan,M
95700,Manhattan,M
95701,Manhattan,F
95702,Manhattan,F
95703,Manhattan,F
95704,Brooklyn,F
95705,Manhattan,F
95706,Bronx,F
95707,Staten Island,F
95708,Manhattan,M
95709,Bronx,M
95710,Queens,F
95711,Queens,M
95712,Brooklyn,F
95713,Bronx,M
95714,Bronx,M
95715,Queens,M
95716,Brooklyn,M
95717,Brooklyn,M
95718,Queens,M
95719,Manhattan,M
95720,Manhattan,M
95721,Queens,F
95722,Queens,M
95723,Manhattan,M
95724,Staten Island,M
95725,Brooklyn,F
95726,Brooklyn,F
95727,Bronx,M
95728,Manhattan,M
95729,Brooklyn,M
95730,Queens,M
95731,Staten Island,F
95732,Manhattan,F
95733,Brooklyn,M
95734,Queens,M
95735,Manhattan,M
95736,Manhattan,M
95737,Staten Island,F
95738,Manhattan,F
95739,Brooklyn,M
95740,Brooklyn,M
95741,Brooklyn,F
95742,Queens,F
95743,Manhattan,F
95744,Queens,M
95745,Staten Island,M
95746,Queens,F
95747,Bronx,M
95748,Staten Island,F
95749,Manhattan,M
95750,Queens,F
95751,Manhattan,F
95752,Queens,F
95753,Brooklyn,F
95754,Queens,F
95755,Queens,F
95756,Brooklyn,F
95757,Queens,F
95758,Manhattan,F
95759,Manhattan,F
95760,Manhattan,F
95761,Manhattan,F
95762,Brooklyn,F
95763,Queens,F
95764,Bronx,F
95765,Manhattan,F
95766,Manhattan,M
95767,Manhattan,F
95768,Queens,M
95769,Manhattan,F
95770,Bronx,M
95771,Brooklyn,M
95772,Manhattan,F
95773,Staten Island,M
95774,Brooklyn,F
95775,Bronx,M
95776,Manhattan,F
95777,Bronx,M
95778,Bronx,F
95779,Staten Island,F
95780,Queens,M
95781,Brooklyn,M
95782,Brooklyn,F
95783,Staten Island,M
95784,Brooklyn,M
95785,Manhattan,F
95786,Queens,F
95787,Manhattan,F
95788,Manhattan,M
95789,Queens,M
95790,Queens,M
95791,Brooklyn,M
95792,Bronx,F
95793,Queens,F
95794,Manhattan,F
95795,Brooklyn,M
95796,Brooklyn,M
95797,Manhattan,M
95798,Queens,F
95799,Bronx,M
95800,Queens,M
95801,Staten Island,M
95802,Queens,M
95803,Bronx,M
95804,Queens,F
95805,Manhattan,F
95807,Manhattan,M
95808,Manhattan,F
95809,Staten Island,M
95810,Staten Island,M
95811,Brooklyn,M
95812,Bronx,M
95813,Queens,M
95814,Queens,F
95815,Queens,F
95816,Manhattan,F
95817,Manhattan,M
95818,Staten Island,F
95819,Manhattan,F
95820,Manhattan,F
95821,Brooklyn,M
95822,Staten Island,F
95823,Manhattan,F
95824,Manhattan,M
95825,Manhattan,M
95826,Staten Island,M
95827,Queens,F
95828,Queens,F
95829,Brooklyn,M
95830,Manhattan,F
95831,Manhattan,M
95832,Queens,M
95833,Brooklyn,M
95834,Bronx,F
95835,Queens,M
95836,Staten Island,F
95837,Staten Island,M
95838,Staten Island,M
95839,Brooklyn,F
95840,Queens,F
95841,Brooklyn,F
95842,Manhattan,F
95843,Bronx,M
95844,Queens,F
95845,Manhattan,M
95846,Bronx,M
95847,Manhattan,M
95848,Staten Island,M
95849,Manhattan,F
95850,Brooklyn,F
95851,Staten Island,M
95852,Brooklyn,M
95853,Queens,F
95854,Manhattan,M
95855,Brooklyn,F
95856,Bronx,F
95857,Queens,F
95858,Brooklyn,F
95859,Brooklyn,M
95860,Queens,F
95861,Brooklyn,F
95862,Staten Island,F
95863,Staten Island,F
95864,Manhattan,F
95865,Manhattan,F
95866,Manhattan,F
95867,Brooklyn,M
95868,Brooklyn,F
95869,Manhattan,F
95870,Manhattan,F
95871,Staten Island,F
95872,Brooklyn,M
95873,Queens,F
95874,Manhattan,M
95875,Queens,F
95876,Manhattan,F
95877,Brooklyn,M
95878,Manhattan,F
95879,Brooklyn,F
95880,Queens,M
95881,Manhattan,F
95882,Brooklyn,F
95883,Staten Island,F
95884,Staten Island,F
95885,Staten Island,M
95886,Manhattan,M
95887,Brooklyn,F
95888,Manhattan,M
95889,Bronx,M
95890,Staten Island,M
95891,Bronx,M
95892,Manhattan,F
95893,Manhattan,M
95894,Bronx,M
95895,Bronx,F
95896,Brooklyn,M
95897,Staten Island,M
95898,Bronx,F
95899,Brooklyn,M
95900,Brooklyn,F
95901,Staten Island,M
95902,Manhattan,M
95903,Brooklyn,M
95904,Queens,M
95905,Manhattan,M
95906,Manhattan,M
95907,Queens,M
95908,Queens,M
95909,Staten Island,F
95910,Manhattan,M
95911,Manhattan,F
95912,Manhattan,M
95913,Staten Island,M
95914,Brooklyn,M
95915,Manhattan,M
95916,Staten Island,M
95917,Staten Island,F
95918,Brooklyn,M
95919,Queens,F
95920,Manhattan,F
95921,Manhattan,F
95922,Manhattan,M
95923,Manhattan,F
95924,Manhattan,F
95925,Staten Island,F
95926,Manhattan,F
95927,Bronx,M
95928,Staten Island,M
95929,Brooklyn,F
95930,Brooklyn,M
95931,Bronx,F
95932,Bronx,M
95933,Queens,M
95934,Staten Island,F
95935,Staten Island,M
95936,Queens,F
95937,Brooklyn,F
95938,Bronx,M
95939,Queens,M
95940,Brooklyn,M
95941,Queens,M
95942,Brooklyn,M
95943,Queens,M
95944,Staten Island,F
95945,Brooklyn,M
95946,Brooklyn,M
95947,Brooklyn,F
95948,Manhattan,F
95949,Manhattan,M
95950,Staten Island,M
95951,Queens,F
95952,Brooklyn,M
95953,Manhattan,F
95954,Bronx,M
95955,Manhattan,M
95956,Brooklyn,F
95957,Brooklyn,M
95958,Brooklyn,M
95959,Brooklyn,M
95960,Manhattan,F
95961,Manhattan,M
95962,Queens,M
95963,Manhattan,M
95964,Brooklyn,M
95965,Brooklyn,M
95966,Manhattan,F
95967,Manhattan,F
95968,Manhattan,M
95969,Brooklyn,F
95970,Brooklyn,M
95971,Queens,M
95972,Bronx,M
95973,Brooklyn,F
95974,Queens,M
95975,Queens,M
95976,Manhattan,F
95980,Brooklyn,M
95981,Manhattan,F
95982,Queens,M
95983,Manhattan,F
95984,Staten Island,F
95985,Manhattan,M
95986,Manhattan,M
95987,Queens,M
95988,Brooklyn,F
95989,Queens,M
95990,Queens,M
95991,Manhattan,M
95992,Bronx,F
95993,Manhattan,M
95994,Manhattan,F
95995,Brooklyn,M
95996,Queens,F
95997,Queens,M
95998,Queens,F
95999,Queens,M
96000,Queens,M
96001,Manhattan,F
96002,Queens,M
96003,Brooklyn,M
96004,Manhattan,F
96005,Manhattan,M
96006,Queens,F
96007,Queens,M
96008,Brooklyn,M
96009,Queens,M
96010,Queens,M
96011,Manhattan,M
96012,Brooklyn,F
96013,Manhattan,M
96014,Manhattan,M
96015,Manhattan,M
96016,Manhattan,M
96017,Manhattan,M
96018,Staten Island,M
96019,Manhattan,M
96020,Brooklyn,M
96021,Manhattan,M
96022,Bronx,M
96023,Brooklyn,F
96024,Manhattan,M
96025,Manhattan,M
96026,Manhattan,M
96027,Brooklyn,M
96028,Brooklyn,M
96029,Brooklyn,M
96030,Brooklyn,F
96031,Manhattan,M
96032,Brooklyn,M
96033,Manhattan,M
96034,Queens,F
96035,Queens,M
96036,Queens,M
96037,Manhattan,F
96038,Manhattan,M
96039,Bronx,M
96040,Bronx,F
96041,Brooklyn,F
96042,Brooklyn,F
96043,Brooklyn,M
96044,Brooklyn,M
96045,Queens,F
96046,Manhattan,F
96047,Manhattan,F
96048,Brooklyn,M
96049,Manhattan,M
96050,Brooklyn,M
96051,Manhattan,M
96052,Manhattan,F
96053,Queens,F
96054,Queens,M
96055,Queens,M
96056,Manhattan,M
96057,Brooklyn,F
96058,Brooklyn,F
96059,Bronx,M
96060,Brooklyn,M
96061,Brooklyn,M
96062,Queens,F
96063,Queens,F
96064,Manhattan,F
96065,Manhattan,M
96066,Bronx,M
96067,Staten Island,F
96068,Brooklyn,F
96069,Bronx,F
96070,Bronx,M
96071,Brooklyn,F
96072,Queens,M
96073,Brooklyn,F
96074,Brooklyn,M
96075,Manhattan,M
96076,Brooklyn,F
96077,Brooklyn,M
96078,Manhattan,M
96079,Manhattan,M
96080,Manhattan,M
96081,Staten Island,M
96082,Brooklyn,M
96083,Brooklyn,M
96084,Staten Island,M
96085,Queens,M
96086,Brooklyn,F
96087,Manhattan,F
96088,Staten Island,F
96089,Manhattan,F
96090,Bronx,F
96091,Manhattan,F
96092,Queens,F
96093,Manhattan,F
96094,Queens,M
96095,Queens,M
96096,Queens,M
96097,Staten Island,M
96098,Queens,F
96099,Bronx,M
96100,Manhattan,F
96101,Queens,M
96102,Queens,M
96103,Manhattan,F
96104,Bronx,M
96105,Manhattan,M
96106,Manhattan,F
96107,Brooklyn,M
96108,Manhattan,F
96109,Staten Island,F
96110,Manhattan,F
96111,Manhattan,F
96112,Manhattan,F
96113,Queens,M
96114,Brooklyn,M
96115,Staten Island,M
96116,Queens,M
96117,Brooklyn,M
96118,Queens,M
96119,Queens,F
96120,Bronx,M
96121,Brooklyn,M
96122,Bronx,F
96123,Manhattan,F
96124,Manhattan,M
96125,Brooklyn,M
96126,Manhattan,F
96127,Manhattan,M
96128,Manhattan,M
96129,Brooklyn,M
96130,Manhattan,F
96131,Brooklyn,M
96132,Queens,F
96133,Queens,M
96134,Manhattan,M
96135,Queens,F
96136,Queens,F
96137,Queens,M
96138,Brooklyn,M
96139,Bronx,F
96140,Staten Island,F
96141,Bronx,F
96142,Queens,F
96143,Bronx,M
96145,Staten Island,M
96146,Staten Island,F
96147,Manhattan,F
96148,Brooklyn,M
96149,Manhattan,F
96150,Queens,F
96151,Bronx,M
96152,Brooklyn,F
96153,Manhattan,F
96154,Brooklyn,M
96155,Brooklyn,M
96156,Manhattan,F
96157,Queens,F
96158,Brooklyn,M
96159,Staten Island,F
96160,Manhattan,F
96161,Manhattan,M
96162,Brooklyn,F
96163,Manhattan,F
96164,Queens,F
96165,Bronx,F
96166,Manhattan,M
96167,Manhattan,F
96168,Brooklyn,F
96169,Staten Island,M
96170,Manhattan,F
96171,Brooklyn,F
96172,Queens,F
96173,Queens,F
96174,Manhattan,F
96175,Queens,F
96176,Bronx,F
96177,Bronx,F
96178,Brooklyn,F
96179,Brooklyn,M
96180,Bronx,M
96181,Manhattan,F
96182,Manhattan,F
96183,Brooklyn,F
96184,Queens,F
96185,Manhattan,F
96186,Manhattan,M
96187,Manhattan,M
96188,Brooklyn,M
96189,Bronx,F
96190,Manhattan,F
96191,Bronx,M
96192,Queens,F
96193,Brooklyn,M
96194,Queens,M
96195,Manhattan,M
96196,Brooklyn,M
96197,Manhattan,M
96198,Manhattan,M
96199,Staten Island,F
96200,Manhattan,M
96201,Brooklyn,M
96202,Brooklyn,M
96203,Staten Island,M
96204,Manhattan,M
96205,Brooklyn,F
96206,Manhattan,M
96207,Brooklyn,F
96208,Manhattan,F
96209,Manhattan,M
96210,Manhattan,F
96211,Queens,M
96212,Manhattan,M
96213,Brooklyn,M
96214,Queens,M
96215,Staten Island,M
96216,Queens,M
96217,Brooklyn,M
96218,Manhattan,M
96219,Brooklyn,M
96220,Manhattan,M
96221,Brooklyn,F
96222,Brooklyn,F
96223,Brooklyn,F
96224,Manhattan,F
96225,Manhattan,F
96226,Manhattan,M
96227,Manhattan,F
96228,Queens,M
96229,Bronx,M
96230,Manhattan,M
96231,Queens,M
96232,Brooklyn,M
96233,Queens,M
96234,Manhattan,M
96235,Staten Island,F
96236,Staten Island,F
96237,Queens,M
96238,Manhattan,F
96239,Queens,M
96240,Brooklyn,F
96241,Brooklyn,M
96242,Brooklyn,F
96243,Bronx,M
96244,Brooklyn,M
96245,Bronx,M
96246,Queens,M
96247,Staten Island,F
96248,Manhattan,F
96249,Bronx,M
96250,Manhattan,F
96251,Bronx,M
96252,Staten Island,M
96253,Staten Island,M
96254,Queens,F
96255,Bronx,F
96256,Bronx,F
96257,Staten Island,F
96258,Brooklyn,M
96259,Brooklyn,F
96260,Manhattan,M
96261,Manhattan,M
96262,Queens,F
96263,Manhattan,F
96264,Queens,M
96265,Staten Island,M
96266,Brooklyn,M
96267,Queens,F
96268,Queens,M
96269,Brooklyn,F
96270,Brooklyn,M
96271,Bronx,F
96272,Manhattan,F
96273,Staten Island,F
96274,Manhattan,M
96275,Brooklyn,F
96276,Brooklyn,M
96277,Manhattan,M
96278,Queens,M
96279,Queens,F
96280,Bronx,F
96281,Manhattan,F
96282,Queens,F
96283,Queens,M
96284,Brooklyn,F
96285,Manhattan,F
96286,Queens,F
96287,Staten Island,M
96288,Manhattan,F
96289,Bronx,F
96290,Queens,F
96291,Manhattan,F
96292,Staten Island,F
96293,Brooklyn,M
96294,Queens,F
96295,Staten Island,M
96296,Brooklyn,M
96297,Brooklyn,M
96298,Manhattan,M
96299,Manhattan,M
96300,Manhattan,F
96301,Staten Island,F
96302,Manhattan,M
96303,Brooklyn,M
96304,Queens,F
96305,Brooklyn,F
96306,Brooklyn,F
96307,Manhattan,M
96308,Brooklyn,M
96309,Brooklyn,F
96310,Manhattan,F
96311,Manhattan,F
96312,Brooklyn,F
96313,Bronx,F
96314,Queens,F
96315,Brooklyn,F
96316,Bronx,M
96317,Staten Island,M
96318,Manhattan,M
96319,Staten Island,F
96320,Queens,F
96321,Queens,M
96322,Brooklyn,F
96323,Brooklyn,M
96324,Queens,M
96325,Manhattan,M
96326,Manhattan,F
96327,Manhattan,F
96328,Brooklyn,F
96329,Brooklyn,F
96330,Manhattan,F
96331,Staten Island,F
96332,Manhattan,M
96333,Queens,M
96334,Brooklyn,M
96335,Brooklyn,M
96336,Manhattan,F
96337,Manhattan,M
96338,Brooklyn,M
96339,Staten Island,F
96340,Brooklyn,M
96341,Manhattan,M
96342,Manhattan,M
96343,Manhattan,F
96344,Staten Island,F
96345,Queens,F
96346,Staten Island,F
96347,Queens,F
96348,Brooklyn,F
96349,Queens,F
96350,Manhattan,M
96351,Manhattan,F
96352,Manhattan,M
96353,Manhattan,M
96354,Manhattan,M
96355,Queens,M
96356,Staten Island,M
96357,Queens,M
96358,Brooklyn,F
96359,Manhattan,M
96360,Manhattan,F
96361,Staten Island,M
96362,Queens,F
96363,Bronx,F
96364,Manhattan,F
96365,Manhattan,M
96366,Brooklyn,F
96367,Manhattan,F
96368,Manhattan,F
96369,Queens,F
96370,Manhattan,M
96371,Bronx,M
96372,Bronx,F
96373,Manhattan,M
96374,Brooklyn,M
96375,Manhattan,F
96376,Staten Island,M
96377,Queens,M
96378,Queens,M
96379,Brooklyn,M
96380,Manhattan,M
96381,Manhattan,M
96382,Brooklyn,M
96383,Brooklyn,M
96384,Manhattan,F
96385,Manhattan,M
96386,Queens,M
96387,Brooklyn,M
96388,Manhattan,F
96389,Queens,F
96390,Queens,F
96391,Manhattan,F
96392,Manhattan,F
96393,Staten Island,M
96394,Queens,M
96395,Staten Island,F
96396,Brooklyn,M
96397,Manhattan,M
96398,Brooklyn,M
96399,Manhattan,F
96400,Manhattan,F
96401,Brooklyn,M
96402,Manhattan,M
96403,Queens,F
96404,Manhattan,M
96405,Manhattan,M
96406,Queens,M
96407,Manhattan,M
96408,Manhattan,M
96409,Staten Island,F
96410,Brooklyn,M
96411,Manhattan,F
96412,Manhattan,M
96413,Manhattan,F
96414,Manhattan,M
96415,Queens,F
96416,Queens,F
96417,Bronx,F
96418,Brooklyn,F
96419,Manhattan,F
96420,Manhattan,F
96421,Staten Island,F
96422,Manhattan,M
96423,Queens,F
96424,Manhattan,M
96425,Bronx,F
96426,Brooklyn,M
96427,Bronx,F
96428,Queens,F
96429,Brooklyn,M
96430,Queens,F
96431,Queens,F
96432,Queens,M
96433,Queens,M
96434,Queens,M
96435,Brooklyn,F
96436,Brooklyn,M
96437,Queens,M
96438,Queens,M
96439,Staten Island,F
96440,Queens,M
96441,Bronx,M
96442,Queens,M
96443,Staten Island,M
96444,Manhattan,M
96445,Bronx,M
96446,Manhattan,M
96447,Bronx,F
96448,Bronx,F
96449,Brooklyn,F
96450,Brooklyn,F
96451,Manhattan,M
96452,Bronx,M
96453,Manhattan,F
96454,Manhattan,M
96455,Bronx,M
96456,Brooklyn,F
96457,Manhattan,F
96458,Manhattan,M
96459,Brooklyn,M
96460,Brooklyn,M
96461,Brooklyn,M
96462,Bronx,M
96463,Brooklyn,F
96464,Staten Island,F
96466,Manhattan,F
96467,Queens,M
96468,Queens,M
96469,Manhattan,F
96470,Brooklyn,F
96471,Manhattan,M
96472,Brooklyn,F
96473,Brooklyn,F
96474,Brooklyn,F
96475,Manhattan,F
96476,Brooklyn,F
96477,Staten Island,F
96478,Brooklyn,F
96479,Brooklyn,F
96480,Bronx,F
96481,Queens,M
96482,Manhattan,F
96483,Brooklyn,F
96484,Manhattan,M
96485,Manhattan,M
96486,Brooklyn,M
96487,Bronx,F
96488,Manhattan,F
96489,Brooklyn,M
96490,Queens,M
96491,Brooklyn,M
96492,Manhattan,F
96493,Manhattan,M
96494,Staten Island,M
96495,Queens,M
96496,Queens,M
96497,Manhattan,M
96498,Brooklyn,M
96499,Brooklyn,M
96500,Bronx,M
96501,Brooklyn,M
96502,Staten Island,M
96503,Manhattan,M
96504,Manhattan,M
96505,Manhattan,F
96506,Brooklyn,F
96507,Manhattan,M
96508,Manhattan,M
96509,Manhattan,M
96510,Manhattan,M
96511,Brooklyn,M
96512,Bronx,F
96513,Queens,M
96514,Brooklyn,M
96515,Queens,F
96516,Queens,F
96517,Manhattan,F
96518,Brooklyn,M
96519,Queens,F
96520,Manhattan,M
96521,Manhattan,M
96522,Manhattan,F
96523,Brooklyn,M
96524,Staten Island,M
96525,Bronx,F
96526,Staten Island,M
96527,Queens,F
96528,Manhattan,M
96529,Queens,M
96530,Brooklyn,F
96531,Brooklyn,F
96532,Manhattan,F
96533,Bronx,F
96534,Manhattan,F
96535,Staten Island,M
96536,Manhattan,F
96537,Manhattan,M
96538,Manhattan,F
96539,Bronx,M
96540,Queens,M
96541,Manhattan,M
96542,Brooklyn,M
96543,Staten Island,M
96544,Brooklyn,F
96545,Bronx,F
96546,Manhattan,M
96547,Queens,M
96548,Brooklyn,M
96549,Brooklyn,M
96550,Queens,F
96551,Manhattan,M
96552,Bronx,M
96553,Staten Island,M
96554,Queens,M
96555,Brooklyn,M
96556,Bronx,F
96557,Brooklyn,F
96558,Manhattan,F
96559,Brooklyn,M
96560,Staten Island,M
96561,Brooklyn,M
96562,Bronx,F
96563,Brooklyn,M
96564,Manhattan,M
96565,Queens,F
96566,Brooklyn,F
96567,Brooklyn,F
96568,Queens,M
96569,Brooklyn,M
96570,Queens,M
96571,Manhattan,M
96572,Manhattan,F
96573,Brooklyn,F
96574,Manhattan,M
96575,Brooklyn,M
96576,Bronx,F
96577,Brooklyn,F
96578,Manhattan,F
96579,Staten Island,M
96580,Bronx,F
96581,Queens,M
96582,Queens,F
96583,Brooklyn,M
96584,Queens,M
96586,Brooklyn,F
96587,Brooklyn,M
96588,Manhattan,M
96589,Brooklyn,F
96590,Staten Island,F
96591,Brooklyn,F
96592,Queens,F
96593,Brooklyn,F
96594,Brooklyn,M
96595,Brooklyn,F
96596,Manhattan,F
96597,Brooklyn,F
96599,Brooklyn,M
96600,Manhattan,M
96601,Bronx,M
96602,Queens,F
96603,Queens,M
96604,Manhattan,F
96605,Manhattan,M
96606,Manhattan,M
96607,Manhattan,M
96608,Manhattan,F
96609,Bronx,M
96610,Bronx,M
96611,Bronx,M
96612,Bronx,F
96613,Manhattan,M
96614,Manhattan,M
96615,Brooklyn,F
96616,Brooklyn,M
96617,Manhattan,M
96618,Brooklyn,F
96619,Staten Island,F
96621,Brooklyn,F
96622,Queens,M
96623,Manhattan,F
96624,Manhattan,F
96625,Bronx,F
96626,Manhattan,M
96627,Brooklyn,M
96628,Queens,F
96629,Manhattan,F
96630,Brooklyn,F
96631,Manhattan,M
96632,Manhattan,M
96633,Manhattan,M
96634,Manhattan,F
96635,Queens,M
96636,Brooklyn,F
96637,Brooklyn,F
96638,Manhattan,M
96639,Brooklyn,M
96640,Queens,F
96641,Manhattan,F
96642,Brooklyn,F
96643,Manhattan,F
96644,Bronx,F
96645,Queens,F
96646,Manhattan,M
96647,Brooklyn,M
96648,Brooklyn,M
96649,Queens,M
96650,Manhattan,M
96651,Manhattan,M
96652,Manhattan,M
96653,Brooklyn,F
96654,Brooklyn,M
96655,Brooklyn,M
96656,Brooklyn,M
96657,Queens,M
96658,Manhattan,M
96659,Queens,F
96660,Queens,M
96661,Manhattan,F
96662,Brooklyn,F
96663,Brooklyn,F
96664,Manhattan,M
96665,Bronx,F
96666,Manhattan,F
96667,Brooklyn,M
96668,Manhattan,M
96669,Brooklyn,F
96670,Manhattan,F
96671,Bronx,F
96672,Manhattan,M
96673,Queens,F
96674,Manhattan,F
96675,Bronx,F
96676,Brooklyn,F
96677,Brooklyn,M
96678,Bronx,F
96679,Manhattan,M
96683,Bronx,F
96684,Bronx,M
96685,Manhattan,M
96686,Manhattan,M
96687,Brooklyn,M
96688,Queens,M
96689,Manhattan,M
96690,Manhattan,M
96691,Brooklyn,M
96692,Brooklyn,F
96693,Brooklyn,M
96694,Queens,F
96695,Manhattan,M
96696,Queens,F
96697,Queens,F
96698,Queens,F
96699,Queens,M
96700,Queens,M
96701,Bronx,F
96702,Queens,M
96703,Queens,F
96704,Manhattan,M
96705,Brooklyn,F
96706,Staten Island,M
96707,Manhattan,M
96708,Queens,M
96709,Manhattan,M
96710,Manhattan,M
96711,Manhattan,M
96712,Bronx,F
96713,Staten Island,M
96714,Manhattan,F
96715,Brooklyn,F
96716,Manhattan,M
96717,Queens,M
96718,Brooklyn,F
96719,Queens,M
96720,Manhattan,M
96721,Manhattan,M
96722,Manhattan,M
96723,Queens,M
96724,Manhattan,M
96725,Manhattan,M
96726,Brooklyn,F
96727,Queens,F
96728,Manhattan,F
96729,Manhattan,F
96730,Manhattan,F
96731,Brooklyn,F
96732,Brooklyn,M
96733,Queens,M
96734,Manhattan,M
96735,Staten Island,M
96736,Manhattan,F
96737,Brooklyn,M
96738,Brooklyn,F
96739,Manhattan,M
96740,Bronx,F
96741,Manhattan,F
96742,Manhattan,F
96743,Manhattan,M
96744,Brooklyn,M
96745,Bronx,M
96746,Manhattan,F
96747,Manhattan,M
96748,Staten Island,F
96749,Manhattan,M
96750,Manhattan,F
96751,Queens,F
96752,Queens,M
96754,Manhattan,M
96755,Manhattan,M
96756,Manhattan,F
96757,Brooklyn,F
96758,Manhattan,F
96759,Brooklyn,M
96760,Manhattan,F
96761,Queens,F
96762,Manhattan,F
96763,Manhattan,M
96764,Manhattan,M
96765,Queens,F
96766,Manhattan,F
96767,Manhattan,F
96768,Manhattan,F
96769,Manhattan,F
96770,Queens,F
96771,Brooklyn,M
96772,Bronx,M
96773,Manhattan,F
96774,Queens,M
96775,Queens,F
96776,Staten Island,F
96777,Brooklyn,M
96778,Manhattan,M
96779,Brooklyn,M
96780,Bronx,F
96781,Manhattan,F
96782,Staten Island,F
96783,Queens,M
96784,Queens,F
96785,Queens,M
96786,Queens,M
96787,Queens,M
96788,Manhattan,M
96789,Bronx,M
96790,Bronx,F
96791,Queens,F
96792,Manhattan,M
96793,Queens,M
96794,Brooklyn,F
96795,Queens,M
96796,Manhattan,F
96797,Manhattan,F
96798,Manhattan,M
96799,Brooklyn,F
96800,Queens,F
96801,Queens,M
96802,Staten Island,F
96803,Brooklyn,F
96804,Manhattan,M
96805,Brooklyn,F
96806,Staten Island,F
96807,Manhattan,M
96808,Brooklyn,F
96809,Manhattan,F
96810,Queens,F
96811,Bronx,F
96812,Brooklyn,M
96813,Manhattan,M
96814,Manhattan,M
96815,Bronx,M
96816,Brooklyn,M
96817,Brooklyn,M
96818,Brooklyn,M
96819,Manhattan,M
96820,Manhattan,M
96821,Manhattan,M
96822,Brooklyn,F
96823,Brooklyn,M
96824,Brooklyn,F
96825,Brooklyn,F
96826,Brooklyn,M
96827,Queens,M
96828,Queens,M
96829,Manhattan,F
96830,Bronx,F
96831,Bronx,F
96832,Queens,F
96833,Manhattan,M
96834,Queens,F
96835,Manhattan,M
96836,Manhattan,F
96837,Bronx,F
96838,Brooklyn,M
96839,Bronx,F
96840,Queens,M
96841,Brooklyn,M
96842,Bronx,F
96843,Queens,F
96846,Brooklyn,M
96847,Manhattan,M
96848,Brooklyn,M
96849,Bronx,M
96854,Staten Island,F
96855,Manhattan,F
96856,Manhattan,F
96857,Brooklyn,M
96858,Manhattan,F
96859,Staten Island,M
96860,Manhattan,M
96861,Manhattan,F
96862,Queens,M
96863,Manhattan,F
96864,Staten Island,M
96865,Manhattan,M
96866,Queens,F
96867,Bronx,F
96869,Staten Island,F
96870,Brooklyn,F
96872,Queens,F
96873,Staten Island,F
96874,Queens,M
96875,Manhattan,M
96876,Staten Island,F
96877,Brooklyn,M
96878,Bronx,F
96879,Manhattan,M
96880,Bronx,M
96881,Staten Island,M
96882,Queens,F
96883,Queens,M
96884,Manhattan,M
96885,Queens,F
96886,Queens,F
96887,Brooklyn,F
96888,Manhattan,M
96889,Queens,M
96890,Manhattan,M
96891,Brooklyn,M
96892,Manhattan,M
96893,Queens,M
96894,Manhattan,M
96895,Brooklyn,M
96896,Staten Island,M
