borough,breedname,count
Bronx,Akita Crossbreed,6
Bronx,Norfolk Terrier,6
Bronx,Tibetan Spaniel,6
Bronx,Perro de Presa Canario,5
Bronx,Weimaraner,5
Bronx,Dogo Argentino,5
Bronx,English Springer Spaniel,5
Bronx,Rottweiler Crossbreed,5
Bronx,"Collie, Smooth Coat",5
Bronx,Keeshond,5
Bronx,Brittany Spaniel,5
Bronx,Alaskan Malamute,5
Bronx,"Mastiff, Old English",5
Bronx,Dutch Shepherd,5
Bronx,Vizsla,5
Bronx,Samoyed,5
Bronx,Irish Wolfhound,4
Bronx,Anatolian Shepherd Dog,4
Bronx,Catahoula Leopard Dog,4
Bronx,"Mastiff, Neapolitan",4
Bronx,"Dachshund, Wirehaired",4
Bronx,"Coonhound, Black and Tan",4
Bronx,"Collie, Rough Coat",4
Bronx,Mastiff,4
Bronx,Greyhound,4
Bronx,"Coonhound, Blue Tick",4
Bronx,Bluetick Coonhound,4
Bronx,Black and Tan Coonhound,4
Bronx,"Bull Dog, American",4
Bronx,German Shorthaired Pointer,3
Bronx,Irish Terrier,3
Bronx,Collie,3
Bronx,Australian Terrier,3
Bronx,Norwich Terrier,3
Bronx,Australian Silky Terrier,3
Bronx,"Pointer, German Shorthaired",3
Bronx,Siberian Husky Crossbreed,3
Bronx,Chesapeake Bay Retriever,3
Bronx,Belgian Sheepdog,3
Bronx,Tibetan Mastiff,3
Bronx,Dogue de Bordeaux,3
Bronx,Coton de Tulear,3
Bronx,Afghan Hound,3
Bronx,Redbone Coonhound,3
Bronx,"Schnauzer, Miniature Crossbreed",3
Bronx,German Wirehaired Pointer,3
Bronx,Chinese Crested,3
Bronx,Saint Bernard,3
Bronx,Whippet,2
Bronx,Finnish Spitz,2
Bronx,Soft Coated Wheaten Terrier,2
Bronx,Pembroke Welsh Corgi Crossbreed,2
Bronx,Norwegian Elkhound,2
Bronx,Boxer Crossbreed,2
Bronx,Cocker Spaniel Crossbreed,2
Bronx,Bloodhound,2
Bronx,English Cocker Spaniel,2
Bronx,Canaan Dog,2
Bronx,Portuguese Water Dog,2
Bronx,Affenpinscher,2
Bronx,Welsh Springer Spaniel,2
Bronx,Australian Kelpie,2
Bronx,Bullmastiff,2
Bronx,Clumber Spaniel,2
Bronx,"Jindo Dog, Korea",2
Bronx,Schipperkee,2
Bronx,"Schnauzer, Giant",2
Bronx,Newfoundland,2
Bronx,Skye Terrier,2
Bronx,Cardigan Welsh Corgi,2
Bronx,Miniature American Shepherd,2
Bronx,Toy Fox Terrier,2
Bronx,Kuvasz,2
Bronx,"Mastiff, French (Dogue de Bordeaux)",2
Bronx,German Pinscher,2
Bronx,Glen of Imaal Terrier,2
Bronx,Manchester Terrier,1
Bronx,Border Collie Crossbreed,1
Bronx,Hovawart,1
Bronx,Boerboel,1
Bronx,Pug Crossbreed,1
Bronx,Great Pyrenees,1
Bronx,Field Spaniel,1
Bronx,Plott,1
Bronx,"Collie, Bearded ",1
Bronx,Cesky Terrier,1
Bronx,"Mastiff, Tibetan",1
Bronx,German Spitz,1
Bronx,Treeing Walker Coonhound,1
Bronx,Bedlington Terrier,1
Bronx,Greater Swiss Mountain Dog,1
Bronx,Rat Terrier Crossbreed,1
Bronx,Gordon Setter,1
Bronx,Mudi,1
Bronx,American English Coonhound,1
Bronx,Ibizan Hound,1
Bronx,Cirneco dell,1
Bronx,Russell Terrier,1
Bronx,Polish Hound,1
Bronx,"Coonhound, Treeing Walker",1
Bronx,American Foxhound,1
Bronx,Bearded Collie,1
Bronx,Miniature Bull Terrier,1
Bronx,Airedale Terrier,1
Bronx,Thai Ridgeback,1
Bronx,Portuguese Podengo Pequeno,1
Brooklyn,Unknown,4017
Brooklyn,Yorkshire Terrier,1873
Brooklyn,Shih Tzu,1799
Brooklyn,Chihuahua,1420
Brooklyn,American Pit Bull Mix / Pit Bull Mix,1040
Brooklyn,American Pit Bull Terrier/Pit Bull,946
Brooklyn,Labrador Retriever,933
Brooklyn,Maltese,910
Brooklyn,Labrador Retriever Crossbreed,778
Brooklyn,Pomeranian,528
Brooklyn,Jack Russell Terrier,516
Brooklyn,Beagle,483
Brooklyn,German Shepherd Crossbreed,459
Brooklyn,German Shepherd Dog,443
Brooklyn,Cocker Spaniel,415
Brooklyn,Pug,394
Brooklyn,Golden Retriever,352
Brooklyn,Boston Terrier,310
Brooklyn,Shiba Inu,298
Brooklyn,Siberian Husky,290
Brooklyn,Boxer,282
Brooklyn,Chihuahua Crossbreed,273
Brooklyn,"Poodle, Miniature",269
Brooklyn,Havanese,263
Brooklyn,Beagle Crossbreed,261
Brooklyn,Bichon Frise,251
Brooklyn,Shih Tzu Crossbreed,248
Brooklyn,Cavalier King Charles Spaniel,242
Brooklyn,"Schnauzer, Miniature",239
Brooklyn,Australian Shepherd,228
Brooklyn,"Poodle, Toy",227
Brooklyn,Terrier mix,226
Brooklyn,American Staffordshire Terrier ,226
Brooklyn,"Bull Dog, French",221
Brooklyn,French Bulldog,209
Brooklyn,"Poodle, Standard",206
Brooklyn,Miniature Pinscher,205
Brooklyn,"Bull Dog, English",204
Brooklyn,Dachshund Smooth Coat,182
Brooklyn,Puggle,175
Brooklyn,Rottweiler,173
Brooklyn,Lhasa Apso,168
Brooklyn,Poodle,158
Brooklyn,Poodle Crossbreed,157
Brooklyn,Dachshund,157
Brooklyn,Maltese Crossbreed,154
Brooklyn,Yorkshire Terrier Crossbreed,152
Brooklyn,Labradoodle,139
Brooklyn,Cairn Terrier,128
Brooklyn,Pekingese,120
Brooklyn,Australian Cattledog,110
Brooklyn,Border Collie,109
Brooklyn,Dachshund Smooth Coat Miniature,103
Brooklyn,West High White Terrier,92
Brooklyn,Rat Terrier,92
Brooklyn,Miniature Schnauzer,90
Brooklyn,Terrier Crossbreed,89
Brooklyn,Brussels Griffon,87
Brooklyn,Wheaton Terrier,87
Brooklyn,Staffordshire Bull Terrier,82
Brooklyn,Cane Corso,81
Brooklyn,Papillon,77
Brooklyn,"Collie, Border",76
Brooklyn,Italian Greyhound,72
Brooklyn,Maltipoo,71
Brooklyn,Silky Terrier,71
Brooklyn,Goldendoodle,71
Brooklyn,Morkie,70
Brooklyn,Border Terrier,67
Brooklyn,"Welsh Corgi, Pembroke",67
Brooklyn,Collie Crossbreed,66
Brooklyn,Bull Terrier,66
Brooklyn,Doberman Pinscher,65
Brooklyn,Bulldog,64
Brooklyn,Chow Chow,62
Brooklyn,American Eskimo dog,61
Brooklyn,Greyhound,61
Brooklyn,Dachshund Crossbreed,59
Brooklyn,Vizsla,57
Brooklyn,"Schnauzer, Standard",57
Brooklyn,"Dachshund, Long Haired Miniature",56
Brooklyn,Bassett Hound,56
Brooklyn,"Dachshund, Long Haired",53
Brooklyn,"Shar-Pei, Chinese",51
Brooklyn,Rhodesian Ridgeback,51
Brooklyn,Pointer,50
Brooklyn,Tibetan Terrier,50
Brooklyn,American Bully,48
Brooklyn,Shetland Sheepdog,46
Brooklyn,Great Dane,43
Brooklyn,Basenji,42
Brooklyn,Pembroke Welsh Corgi,41
Brooklyn,Wire Fox Terrier,40
Brooklyn,Whippet,38
Brooklyn,Belgian Malinois,38
Brooklyn,Catahoula Leopard Dog,36
Brooklyn,Bernese Mountain Dog,34
Brooklyn,Akita,34
Brooklyn,"Coonhound, Black and Tan",33
Brooklyn,Cotton De Tulear,33
Brooklyn,Brittany Spaniel,32
Brooklyn,Australian Cattle Dog,32
Brooklyn,English Cocker Spaniel,29
Brooklyn,Portuguese Water Dog,28
Brooklyn,Basset Hound,28
Brooklyn,"Welsh Corgi, Cardigan",27
Brooklyn,Pomeranian Crossbreed,26
Brooklyn,Weimaraner,26
Brooklyn,West Highland White Terrier,26
Brooklyn,Scottish Terrier,25
Brooklyn,Dalmatian,24
Brooklyn,Samoyed,23
Brooklyn,Great Pyrenees,23
Brooklyn,Schnauzer Crossbreed,23
Brooklyn,Plott,22
Brooklyn,Old English Sheepdog,22
Brooklyn,Japanese Chin/Spaniel,21
Brooklyn,Tibetan Spaniel,20
Brooklyn,Anatolian Shepherd Dog,20
Brooklyn,Norfolk Terrier,20
Brooklyn,"Dachshund, Wirehaired",19
Brooklyn,American Foxhound,18
Brooklyn,Mastiff,18
Brooklyn,Parson Russell Terrier,18
Brooklyn,Akita Crossbreed,17
Brooklyn,"Coonhound, Treeing Walker",17
Brooklyn,Siberian Husky Crossbreed,17
Brooklyn,Alaskan Malamute,16
Brooklyn,Norwich Terrier,16
Brooklyn,"Pointer, German Shorthaired",16
Brooklyn,Rottweiler Crossbreed,16
Brooklyn,Boxer Crossbreed,14
Brooklyn,Border Collie Crossbreed,14
Brooklyn,Newfoundland,14
Brooklyn,Chinese Crested,13
Brooklyn,"Dachshund, Wirehaired, Miniature",13
Brooklyn,Irish Terrier,13
Brooklyn,Japanese Chin,13
Brooklyn,Cocker Spaniel Crossbreed,13
Brooklyn,Miniature American Shepherd,13
Brooklyn,English Springer Spaniel,13
Brooklyn,German Shorthaired Pointer,13
Brooklyn,Coton de Tulear,13
Brooklyn,"Collie, Smooth Coat",12
Brooklyn,Pug Crossbreed,12
Brooklyn,Soft Coated Wheaten Terrier,12
Brooklyn,"Bull Dog, American",12
Brooklyn,"Mastiff, Bull",12
Brooklyn,Affenpinscher,11
Brooklyn,Russell Terrier,11
Brooklyn,Australian Silky Terrier,11
Brooklyn,Bedlington Terrier,11
Brooklyn,Lagotto Romagnolo,11
Brooklyn,Welsh Terrier,10
Brooklyn,Schipperkee,10
Brooklyn,Black and Tan Coonhound,10
Brooklyn,Redbone Coonhound,10
Brooklyn,Collie,10
Brooklyn,Bloodhound,10
Brooklyn,Toy Fox Terrier,9
Brooklyn,Manchester Terrier,9
Brooklyn,"Jindo Dog, Korea",9
Brooklyn,"Mastiff, Old English",9
Brooklyn,Belgian Sheepdog,9
Brooklyn,Dutch Shepherd,9
Brooklyn,Borzoi,8
Brooklyn,Petit Basset Griffon Vendeen,8
Brooklyn,"Collie, Rough Coat",8
Brooklyn,"Schnauzer, Miniature Crossbreed",8
Brooklyn,Australian Terrier,8
Brooklyn,English Foxhound,8
Brooklyn,Airedale Terrier,8
Brooklyn,"Schnauzer, Giant",8
Brooklyn,Chesapeake Bay Retriever,8
Brooklyn,Treeing Walker Coonhound,8
Brooklyn,Flat-Coated Retriever,7
Brooklyn,Norwegian Elkhound,7
Brooklyn,Smooth Fox Terrier,7
Brooklyn,Saint Bernard,7
Brooklyn,Wirehaired Pointing Griffon,7
Brooklyn,Cardigan Welsh Corgi,7
Brooklyn,Australian Kelpie,6
Brooklyn,Keeshond,6
Brooklyn,American English Coonhound,6
Brooklyn,Chinese Shar-Pei,6
Brooklyn,Irish Setter,6
Brooklyn,Bullmastiff,6
Brooklyn,Jindo,5
Brooklyn,Brittany,5
Brooklyn,Bluetick Coonhound,5
Brooklyn,"Mastiff, French (Dogue de Bordeaux)",5
Brooklyn,Pembroke Welsh Corgi Crossbreed,5
Brooklyn,Boerboel,5
Brooklyn,St. Bernard,5
Brooklyn,Schipperke,5
Brooklyn,English Setter,5
Brooklyn,Pharaoh Hound,5
Brooklyn,Afghan Hound,5
Brooklyn,Nova Scotia Duck Tolling Retriever,5
Brooklyn,Welsh Springer Spaniel,5
Brooklyn,Clumber Spaniel,5
Brooklyn,Bearded Collie,4
Brooklyn,Dogo Argentino,4
Brooklyn,Sealyham Terrier,4
Brooklyn,Entlebucher Mountain Dog,4
Brooklyn,"Pointer, German Wirehaired",4
Brooklyn,Ibizan Hound,4
Brooklyn,Rat Terrier Crossbreed,4
Brooklyn,Skye Terrier,4
Brooklyn,German Spitz,4
Brooklyn,Puli,4
Brooklyn,German Wirehaired Pointer,4
Brooklyn,"Mastiff, Neapolitan",4
Brooklyn,Irish Wolfhound,3
Brooklyn,Bouvier Des Flandres,3
Brooklyn,Harrier,3
Brooklyn,German Pinscher,3
Brooklyn,Portuguese Podengo Pequeno,3
Brooklyn,Gordon Setter,3
Brooklyn,Bichon Frise Crossbreed,3
Brooklyn,Shiba Inu Crossbreed,3
Brooklyn,Pharoh hound,3
Brooklyn,Kerry Blue Terrier,3
Brooklyn,Belgian Griffon,3
Brooklyn,Lowchen,3
Brooklyn,Field Spaniel,3
Brooklyn,Spinone Italiano,3
Brooklyn,Briard,2
Brooklyn,Belgian Tervuren,2
Brooklyn,Miniature Bull Terrier,2
Brooklyn,"Coonhound, Blue Tick",2
Brooklyn,Canaan Dog,2
Brooklyn,Glen of Imaal Terrier,2
Brooklyn,Black Russian Terrier,2
Brooklyn,Dandie Dinmont Terrier,2
Brooklyn,Finnish Spitz,2
Brooklyn,Perro de Presa Canario,2
Brooklyn,Biewer Terrier,2
Brooklyn,German Longhaired Pointer,2
Brooklyn,Giant Schnauzer,2
Brooklyn,Dogue de Bordeaux,2
Brooklyn,Fila Brasileiro,2
Brooklyn,Cesky Terrier,1
Brooklyn,Scottish Deerhound,1
Brooklyn,Peruvian Inca Orchid,1
Brooklyn,"Mastiff, Tibetan",1
Brooklyn,Lancashire Heeler,1
Brooklyn,Sussex Spaniel,1
Brooklyn,Norwegian Buhund,1
Brooklyn,Tibetan Mastiff,1
