UID,Borough,BirthMonth
98301,Manhattan,7
98302,Bronx,5
98303,Manhattan,1
98304,Brooklyn,5
98305,Bronx,12
98306,Manhattan,3
98307,Staten Island,6
98308,Queens,8
98309,Brooklyn,9
98310,Manhattan,7
98311,Brooklyn,11
98312,Queens,9
98313,Brooklyn,7
98314,Manhattan,4
98315,Manhattan,5
98316,Manhattan,6
98317,Queens,5
98318,Staten Island,10
98319,Manhattan,5
98320,Manhattan,8
98321,Manhattan,7
98322,Brooklyn,5
98323,Queens,1
98324,Staten Island,4
98325,Manhattan,5
98326,Queens,6
98327,Manhattan,8
98328,Brooklyn,10
98329,Brooklyn,6
98330,Manhattan,5
98331,Queens,8
98332,Manhattan,6
98333,Staten Island,6
98334,Queens,1
98335,Manhattan,7
98336,Brooklyn,6
98337,Manhattan,6
98338,Brooklyn,1
98339,Manhattan,1
98340,Manhattan,5
98341,Bronx,2
98342,Brooklyn,12
98343,Manhattan,2
98344,Manhattan,7
98345,Manhattan,6
98346,Staten Island,4
98347,Bronx,4
98348,Brooklyn,5
98349,Bronx,6
98350,Queens,8
98351,Manhattan,1
98352,Manhattan,4
98353,Staten Island,3
98354,Manhattan,7
98355,Brooklyn,1
98356,Queens,5
98357,Manhattan,12
98358,Staten Island,1
98359,Manhattan,12
98360,Manhattan,5
98361,Queens,1
98362,Brooklyn,8
98363,Queens,1
98364,Queens,8
98365,Staten Island,5
98366,Bronx,10
98367,Queens,5
98368,Bronx,4
98369,Brooklyn,1
98370,Brooklyn,1
98371,Manhattan,10
98372,Manhattan,4
98373,Brooklyn,6
98374,Brooklyn,10
98375,Queens,1
98376,Queens,7
98377,Brooklyn,7
98378,Staten Island,12
98379,Brooklyn,4
98380,Brooklyn,8
98381,Brooklyn,4
98382,Manhattan,2
98383,Bronx,7
98384,Manhattan,6
98385,Manhattan,4
98386,Queens,8
98387,Manhattan,8
98388,Brooklyn,11
98389,Bronx,4
98390,Manhattan,8
98391,Queens,5
98392,Manhattan,1
98393,Brooklyn,1
98394,Manhattan,7
98395,Staten Island,1
98396,Bronx,12
98397,Brooklyn,4
98398,Brooklyn,9
98399,Brooklyn,1
98400,Manhattan,1
98401,Brooklyn,12
98402,Brooklyn,12
98403,Brooklyn,10
98404,Queens,5
98405,Brooklyn,2
98406,Manhattan,3
98407,Brooklyn,6
98408,Bronx,1
98409,Bronx,5
98410,Bronx,5
98411,Brooklyn,4
98412,Manhattan,6
98413,Brooklyn,1
98414,Queens,1
98415,Bronx,3
98416,Brooklyn,9
98417,Queens,7
98418,Brooklyn,1
98419,Manhattan,1
98420,Manhattan,3
98421,Queens,3
98422,Brooklyn,1
98423,Staten Island,1
98424,Staten Island,3
98425,Manhattan,1
98426,Staten Island,3
98427,Brooklyn,8
98428,Queens,5
98429,Brooklyn,1
98430,Bronx,6
98431,Queens,1
98432,Queens,7
98433,Brooklyn,8
98434,Queens,6
98435,Brooklyn,1
98436,Manhattan,10
98437,Brooklyn,7
98438,Staten Island,1
98439,Bronx,6
98440,Staten Island,1
98441,Bronx,1
98442,Brooklyn,1
98443,Manhattan,8
98444,Manhattan,4
98445,Manhattan,4
98446,Staten Island,1
98447,Queens,6
98448,Manhattan,7
98449,Brooklyn,4
98450,Staten Island,7
98451,Bronx,3
98452,Manhattan,10
98453,Queens,3
98454,Staten Island,2
98455,Queens,4
98456,Brooklyn,9
98457,Bronx,4
98458,Staten Island,5
98459,Bronx,10
98460,Queens,3
98461,Queens,4
98462,Brooklyn,3
98463,Bronx,1
98464,Manhattan,1
98465,Staten Island,3
98466,Queens,6
98467,Manhattan,12
98468,Bronx,4
98469,Queens,7
98470,Queens,3
98471,Brooklyn,10
98472,Queens,3
98473,Queens,6
98474,Manhattan,5
98475,Queens,3
98476,Brooklyn,8
98477,Brooklyn,10
98478,Brooklyn,6
98479,Manhattan,7
98480,Queens,8
98481,Bronx,9
98482,Manhattan,7
98483,Bronx,4
98484,Staten Island,7
98486,Brooklyn,7
98487,Manhattan,9
98488,Manhattan,8
98489,Queens,2
98490,Manhattan,6
98491,Staten Island,1
98492,Manhattan,4
98493,Bronx,3
98494,Brooklyn,7
98495,Manhattan,1
98496,Queens,1
98497,Manhattan,4
98498,Manhattan,10
98499,Bronx,6
98500,Brooklyn,3
98501,Brooklyn,1
98502,Queens,1
98503,Queens,6
98504,Queens,1
98505,Manhattan,9
98506,Queens,9
98507,Brooklyn,7
98508,Manhattan,6
98509,Manhattan,3
98510,Queens,1
98511,Manhattan,4
98512,Manhattan,4
98513,Queens,8
98514,Staten Island,7
98515,Manhattan,1
98516,Queens,7
98517,Brooklyn,6
98518,Queens,6
98519,Manhattan,8
98520,Queens,9
98521,Bronx,11
98522,Brooklyn,2
98523,Staten Island,7
98524,Brooklyn,9
98525,Staten Island,1
98526,Manhattan,5
98527,Queens,12
98528,Queens,12
98529,Brooklyn,1
98530,Brooklyn,1
98531,Queens,3
98532,Manhattan,12
98533,Manhattan,8
98534,Brooklyn,12
98535,Brooklyn,1
98536,Brooklyn,1
98537,Brooklyn,1
98538,Manhattan,3
98539,Brooklyn,6
98540,Manhattan,4
98541,Manhattan,2
98542,Queens,3
98543,Queens,5
98544,Queens,1
98545,Manhattan,3
98546,Manhattan,3
98547,Brooklyn,8
98548,Queens,5
98549,Manhattan,4
98550,Queens,1
98551,Brooklyn,2
98552,Queens,2
98553,Queens,4
98554,Queens,5
98555,Queens,1
98556,Manhattan,6
98557,Brooklyn,7
98558,Queens,1
98559,Manhattan,10
98560,Manhattan,11
98561,Manhattan,9
98562,Manhattan,1
98563,Manhattan,1
98564,Manhattan,3
98565,Brooklyn,11
98566,Bronx,4
98567,Bronx,6
98568,Queens,9
98569,Queens,1
98570,Queens,10
98571,Queens,1
98572,Manhattan,9
98573,Manhattan,1
98574,Queens,7
98575,Queens,3
98576,Staten Island,7
98577,Bronx,5
98578,Brooklyn,6
98579,Brooklyn,11
98580,Manhattan,8
98581,Queens,1
98582,Bronx,3
98583,Manhattan,8
98584,Brooklyn,1
98585,Bronx,5
98586,Manhattan,12
98587,Manhattan,1
98588,Queens,7
98589,Brooklyn,7
98590,Manhattan,5
98591,Manhattan,3
98592,Brooklyn,5
98593,Manhattan,6
98594,Staten Island,6
98595,Manhattan,4
98596,Staten Island,8
98597,Staten Island,5
98598,Manhattan,12
98599,Manhattan,1
98600,Staten Island,2
98601,Brooklyn,10
98602,Manhattan,1
98603,Brooklyn,1
98604,Brooklyn,9
98605,Brooklyn,6
98606,Brooklyn,12
98607,Brooklyn,2
98608,Staten Island,6
98609,Brooklyn,5
98610,Bronx,11
98611,Manhattan,6
98612,Manhattan,6
98613,Brooklyn,11
98614,Manhattan,5
98615,Staten Island,2
98616,Brooklyn,6
98617,Bronx,7
98618,Manhattan,4
98619,Staten Island,6
98620,Staten Island,3
98621,Brooklyn,3
98622,Bronx,7
98623,Queens,11
98624,Bronx,6
98625,Brooklyn,2
98626,Bronx,9
98627,Manhattan,3
98628,Staten Island,1
98629,Queens,12
98630,Staten Island,3
98631,Bronx,9
98632,Brooklyn,1
98633,Brooklyn,12
98634,Queens,6
98635,Manhattan,1
98636,Staten Island,1
98638,Brooklyn,5
98639,Staten Island,1
98640,Queens,6
98641,Queens,8
98642,Queens,6
98643,Brooklyn,4
98644,Brooklyn,6
98645,Queens,10
98646,Manhattan,1
98647,Manhattan,1
98648,Manhattan,9
98649,Manhattan,2
98650,Brooklyn,2
98651,Queens,1
98652,Manhattan,6
98653,Brooklyn,11
98654,Manhattan,5
98655,Manhattan,6
98656,Staten Island,12
98657,Bronx,10
98658,Manhattan,1
98659,Manhattan,7
98660,Queens,1
98661,Manhattan,4
98662,Manhattan,4
98663,Queens,1
98664,Queens,9
98665,Queens,6
98666,Queens,2
98667,Brooklyn,8
98668,Queens,9
98669,Manhattan,10
98670,Staten Island,4
98671,Queens,9
98672,Manhattan,4
98673,Manhattan,11
98674,Manhattan,4
98675,Bronx,8
98676,Queens,5
98677,Bronx,4
98678,Brooklyn,5
98679,Staten Island,1
98680,Manhattan,1
98681,Manhattan,4
98682,Brooklyn,5
98684,Bronx,4
98685,Staten Island,2
98686,Brooklyn,5
98687,Brooklyn,10
98688,Manhattan,3
98689,Brooklyn,4
98690,Manhattan,4
98691,Brooklyn,6
98692,Manhattan,6
98693,Queens,1
98694,Brooklyn,8
98695,Manhattan,5
98696,Manhattan,5
98697,Manhattan,7
98698,Brooklyn,4
98699,Brooklyn,4
98700,Manhattan,3
98701,Queens,3
98702,Bronx,6
98704,Staten Island,6
98706,Manhattan,3
98707,Brooklyn,1
98708,Brooklyn,1
98709,Bronx,12
98712,Manhattan,6
98713,Queens,1
98714,Queens,6
98715,Bronx,1
98716,Queens,6
98717,Queens,3
98718,Manhattan,1
98719,Manhattan,1
98720,Brooklyn,2
98721,Manhattan,1
98722,Manhattan,7
98723,Manhattan,4
98724,Manhattan,5
98725,Staten Island,1
98726,Queens,6
98727,Manhattan,1
98728,Manhattan,1
98729,Manhattan,9
98730,Manhattan,1
98731,Manhattan,3
98732,Manhattan,1
98733,Bronx,4
98734,Manhattan,3
98735,Queens,3
98736,Manhattan,6
98737,Queens,7
98738,Staten Island,6
98739,Brooklyn,2
98740,Brooklyn,1
98741,Queens,5
98742,Manhattan,6
98743,Queens,5
98744,Bronx,1
98745,Manhattan,6
98746,Staten Island,10
98747,Manhattan,2
98748,Bronx,1
98749,Staten Island,4
98750,Manhattan,8
98751,Brooklyn,5
98752,Manhattan,7
98753,Manhattan,5
98754,Manhattan,10
98755,Manhattan,1
98756,Manhattan,1
98757,Staten Island,6
98758,Brooklyn,3
98759,Brooklyn,11
98760,Queens,1
98761,Manhattan,4
98762,Brooklyn,1
98763,Queens,2
98764,Bronx,5
98765,Brooklyn,1
98766,Brooklyn,1
98767,Manhattan,4
98768,Manhattan,8
98769,Queens,6
98770,Queens,10
98771,Staten Island,11
98772,Bronx,4
98773,Brooklyn,6
98774,Manhattan,7
98775,Queens,4
98776,Brooklyn,4
98777,Staten Island,1
98778,Queens,1
98779,Brooklyn,11
98780,Manhattan,7
98781,Manhattan,3
98782,Manhattan,1
98783,Manhattan,8
98784,Staten Island,1
98785,Staten Island,7
98786,Manhattan,7
98787,Bronx,3
98788,Brooklyn,3
98789,Manhattan,4
98790,Queens,8
98791,Brooklyn,3
98792,Staten Island,12
98793,Manhattan,6
98794,Manhattan,1
98795,Queens,7
98796,Manhattan,1
98797,Queens,1
98798,Brooklyn,6
98799,Bronx,10
98800,Manhattan,2
98801,Manhattan,7
98802,Brooklyn,8
98803,Manhattan,12
98804,Bronx,5
98805,Staten Island,6
98806,Manhattan,4
98807,Staten Island,8
98808,Queens,2
98809,Staten Island,4
98810,Bronx,12
98811,Manhattan,1
98812,Manhattan,5
98813,Staten Island,1
98814,Queens,4
98815,Brooklyn,5
98816,Manhattan,4
98817,Brooklyn,6
98818,Brooklyn,1
98819,Brooklyn,5
98820,Queens,2
98821,Queens,7
98822,Bronx,1
98823,Brooklyn,1
98824,Staten Island,3
98825,Brooklyn,1
98826,Manhattan,7
98827,Manhattan,2
98828,Bronx,12
98829,Manhattan,8
98830,Manhattan,4
98831,Manhattan,7
98832,Manhattan,1
98833,Queens,1
98834,Staten Island,1
98835,Bronx,11
98836,Brooklyn,10
98837,Staten Island,3
98838,Queens,3
98839,Manhattan,2
98840,Manhattan,12
98841,Manhattan,9
98842,Brooklyn,10
98843,Brooklyn,1
98844,Staten Island,1
98845,Staten Island,6
98846,Manhattan,1
98847,Manhattan,1
98848,Manhattan,6
98849,Queens,2
98850,Queens,3
98851,Manhattan,9
98852,Brooklyn,5
98853,Manhattan,10
98854,Manhattan,4
98855,Brooklyn,3
98856,Manhattan,3
98857,Brooklyn,3
98858,Manhattan,10
98859,Brooklyn,11
98860,Brooklyn,9
98861,Bronx,8
98862,Manhattan,1
98863,Brooklyn,4
98866,Manhattan,4
98867,Manhattan,11
98868,Manhattan,7
98869,Brooklyn,1
98870,Manhattan,8
98871,Staten Island,6
98872,Manhattan,3
98873,Queens,12
98874,Queens,1
98875,Bronx,12
98876,Brooklyn,1
98877,Queens,3
98878,Manhattan,3
98879,Manhattan,10
98880,Queens,1
98881,Queens,9
98882,Manhattan,7
98883,Manhattan,9
98884,Staten Island,5
98885,Staten Island,3
98886,Staten Island,1
98887,Queens,3
98888,Manhattan,7
98889,Queens,1
98890,Staten Island,1
98891,Brooklyn,4
98892,Manhattan,6
98893,Bronx,5
98894,Brooklyn,1
98895,Bronx,2
98896,Bronx,5
98897,Queens,2
98898,Brooklyn,5
98899,Manhattan,1
98900,Bronx,3
98901,Manhattan,5
98902,Staten Island,3
98903,Bronx,1
98904,Staten Island,1
98905,Manhattan,10
98906,Queens,1
98907,Manhattan,1
98908,Staten Island,1
98909,Queens,3
98910,Bronx,5
98911,Staten Island,7
98912,Manhattan,5
98913,Bronx,6
98914,Bronx,1
98915,Queens,2
98916,Manhattan,1
98917,Queens,11
98918,Staten Island,7
98919,Staten Island,3
98920,Queens,4
98921,Queens,1
98922,Manhattan,5
98923,Manhattan,1
98924,Staten Island,1
98925,Bronx,1
98926,Queens,3
98927,Queens,3
98928,Brooklyn,3
98929,Manhattan,6
98930,Bronx,9
98931,Queens,6
98932,Manhattan,1
98933,Manhattan,8
98934,Bronx,6
98935,Queens,6
98936,Bronx,11
98937,Queens,1
98938,Queens,3
98939,Brooklyn,6
98940,Manhattan,2
98941,Manhattan,7
98942,Brooklyn,4
98943,Queens,12
98944,Queens,5
98945,Queens,12
98946,Queens,8
98947,Queens,10
98948,Queens,8
98949,Manhattan,8
98950,Brooklyn,11
98951,Manhattan,3
98952,Brooklyn,3
98953,Brooklyn,1
98954,Manhattan,7
98955,Queens,5
98956,Brooklyn,2
98957,Bronx,6
98958,Queens,4
98959,Brooklyn,8
98960,Staten Island,1
98961,Staten Island,5
98962,Queens,2
98963,Bronx,9
98964,Brooklyn,8
98965,Manhattan,8
98966,Queens,1
98967,Bronx,9
98968,Queens,7
98969,Queens,6
98970,Bronx,11
98971,Brooklyn,10
98972,Brooklyn,5
98973,Brooklyn,10
98974,Bronx,1
98975,Manhattan,12
98976,Brooklyn,9
98977,Manhattan,3
98978,Brooklyn,1
98979,Manhattan,6
98980,Queens,2
98981,Brooklyn,8
98982,Brooklyn,1
98983,Brooklyn,9
98984,Queens,6
98985,Queens,2
98986,Queens,1
98987,Brooklyn,6
98988,Queens,6
98989,Queens,5
98990,Staten Island,5
98991,Brooklyn,2
98992,Queens,1
98993,Queens,4
98994,Manhattan,7
98995,Bronx,8
98996,Staten Island,8
98997,Bronx,11
98998,Brooklyn,12
98999,Staten Island,5
99000,Queens,1
99001,Manhattan,3
99002,Brooklyn,11
99003,Bronx,2
99004,Queens,1
99005,Manhattan,1
99006,Queens,1
99007,Queens,6
99008,Brooklyn,9
99009,Manhattan,7
99010,Bronx,1
99011,Staten Island,9
99012,Manhattan,7
99013,Manhattan,1
99014,Manhattan,12
99015,Manhattan,6
99016,Staten Island,1
99017,Manhattan,6
99019,Brooklyn,7
99020,Manhattan,1
99021,Manhattan,7
99022,Queens,9
99023,Queens,2
99024,Brooklyn,1
99025,Staten Island,6
99026,Manhattan,6
99027,Brooklyn,9
99028,Brooklyn,3
99029,Bronx,5
99030,Queens,9
99031,Manhattan,5
99032,Staten Island,11
99033,Brooklyn,4
99034,Brooklyn,8
99035,Brooklyn,6
99036,Manhattan,1
99037,Manhattan,6
99038,Manhattan,12
99039,Brooklyn,5
99040,Manhattan,7
99041,Queens,8
99042,Staten Island,2
99043,Staten Island,10
99044,Staten Island,4
99045,Bronx,4
99046,Brooklyn,1
99047,Brooklyn,1
99048,Manhattan,8
99049,Bronx,4
99050,Brooklyn,8
99051,Brooklyn,5
99052,Brooklyn,3
99053,Manhattan,5
99054,Brooklyn,9
99055,Bronx,1
99056,Manhattan,10
99057,Manhattan,6
99058,Brooklyn,2
99059,Manhattan,5
99060,Queens,5
99061,Bronx,8
99062,Manhattan,1
99063,Queens,7
99064,Manhattan,2
99065,Manhattan,6
99066,Manhattan,2
99067,Staten Island,3
99068,Bronx,4
99069,Bronx,10
99070,Queens,1
99071,Manhattan,3
99072,Queens,4
99073,Manhattan,4
99074,Queens,1
99075,Brooklyn,6
99076,Brooklyn,6
99077,Manhattan,1
99078,Bronx,7
99079,Queens,6
99080,Manhattan,6
99081,Bronx,3
99082,Queens,6
99083,Manhattan,1
99084,Queens,3
99085,Bronx,11
99086,Manhattan,11
99087,Manhattan,1
99088,Brooklyn,5
99089,Brooklyn,9
99090,Brooklyn,3
99091,Staten Island,5
99092,Bronx,1
99093,Brooklyn,5
99094,Manhattan,7
99095,Staten Island,5
99096,Queens,6
99097,Queens,9
99098,Manhattan,2
99099,Manhattan,1
99100,Queens,5
99101,Queens,3
99102,Brooklyn,6
99103,Manhattan,11
99104,Manhattan,9
99105,Manhattan,12
99106,Staten Island,6
99107,Manhattan,7
99108,Manhattan,12
99109,Manhattan,5
99110,Queens,3
99111,Manhattan,7
99112,Manhattan,7
99113,Queens,6
99114,Manhattan,5
99115,Manhattan,12
99116,Brooklyn,1
99117,Manhattan,7
99118,Brooklyn,1
99119,Manhattan,8
99120,Manhattan,6
99121,Bronx,4
99122,Queens,2
99123,Brooklyn,12
99124,Queens,5
99125,Staten Island,10
99126,Manhattan,6
99127,Bronx,4
99128,Bronx,9
99129,Queens,5
99130,Bronx,9
99131,Manhattan,8
99132,Bronx,3
99133,Manhattan,12
99134,Brooklyn,1
99135,Queens,5
99136,Queens,6
99137,Brooklyn,5
99138,Brooklyn,5
99139,Manhattan,4
99140,Queens,2
99141,Manhattan,2
99142,Brooklyn,2
99143,Queens,2
99144,Manhattan,10
99145,Bronx,1
99146,Bronx,5
99147,Brooklyn,6
99148,Manhattan,11
99149,Manhattan,7
99150,Brooklyn,2
99151,Manhattan,1
99152,Manhattan,10
99153,Manhattan,4
99154,Queens,10
99155,Bronx,10
99156,Queens,1
99157,Brooklyn,1
99158,Queens,7
99159,Queens,8
99160,Queens,4
99161,Bronx,7
99162,Bronx,8
99163,Queens,6
99164,Bronx,1
99165,Manhattan,1
99166,Manhattan,9
99167,Queens,7
99168,Manhattan,7
99169,Manhattan,5
99170,Manhattan,8
99171,Brooklyn,6
99172,Queens,11
99173,Queens,5
99174,Queens,12
99175,Bronx,4
99176,Queens,4
99177,Brooklyn,9
99178,Manhattan,9
99179,Staten Island,8
99180,Queens,5
99181,Brooklyn,3
99182,Manhattan,4
99183,Staten Island,3
99184,Manhattan,1
99185,Queens,4
99186,Queens,7
99187,Manhattan,1
99188,Queens,4
99189,Brooklyn,4
99190,Staten Island,1
99191,Staten Island,1
99192,Brooklyn,12
99194,Manhattan,5
99195,Manhattan,4
99196,Queens,2
99198,Bronx,1
99199,Manhattan,1
99200,Bronx,5
99201,Brooklyn,7
99202,Brooklyn,2
99203,Brooklyn,6
99204,Manhattan,6
99205,Queens,3
99206,Manhattan,6
99207,Manhattan,6
99208,Staten Island,7
99209,Bronx,9
99210,Staten Island,9
99211,Manhattan,5
99212,Queens,6
99213,Manhattan,8
99214,Brooklyn,12
99215,Bronx,11
99217,Manhattan,5
99218,Brooklyn,12
99223,Manhattan,2
99224,Queens,3
99226,Bronx,1
99227,Manhattan,7
99228,Queens,1
99229,Queens,1
99230,Manhattan,7
99231,Manhattan,5
99232,Bronx,6
99233,Staten Island,11
99234,Bronx,6
99235,Manhattan,9
99236,Manhattan,6
99237,Manhattan,4
99238,Queens,5
99239,Manhattan,6
99240,Staten Island,8
99241,Bronx,6
99242,Brooklyn,4
99243,Bronx,1
99244,Queens,4
99246,Staten Island,5
99247,Manhattan,3
99248,Queens,9
99249,Staten Island,1
99250,Queens,10
99251,Queens,6
99252,Brooklyn,3
99253,Queens,4
99254,Queens,1
99255,Manhattan,1
99256,Manhattan,2
99257,Queens,6
99258,Staten Island,5
99259,Brooklyn,8
99260,Brooklyn,6
99261,Manhattan,8
99262,Staten Island,5
99263,Queens,5
99264,Manhattan,6
99265,Manhattan,1
99266,Queens,4
99267,Brooklyn,8
99268,Bronx,4
99269,Manhattan,6
99270,Brooklyn,6
99271,Brooklyn,12
99272,Bronx,6
99273,Manhattan,1
99274,Manhattan,5
99275,Manhattan,12
99276,Queens,1
99277,Manhattan,5
99278,Queens,12
99279,Brooklyn,10
99280,Manhattan,9
99281,Queens,5
99282,Queens,12
99283,Manhattan,9
99284,Brooklyn,7
99285,Queens,6
99286,Staten Island,5
99287,Queens,5
99288,Manhattan,1
99289,Bronx,1
99290,Manhattan,6
99291,Bronx,9
99292,Manhattan,9
99293,Queens,6
99294,Manhattan,10
99295,Brooklyn,6
99296,Bronx,12
99297,Brooklyn,5
99298,Manhattan,6
99299,Queens,3
99300,Staten Island,3
99301,Manhattan,4
99302,Brooklyn,3
99303,Manhattan,9
99304,Staten Island,5
99305,Queens,1
99306,Manhattan,8
99307,Bronx,1
99308,Manhattan,11
99309,Manhattan,4
99310,Manhattan,8
99311,Manhattan,4
99312,Queens,1
99313,Staten Island,8
99314,Queens,7
99315,Bronx,4
99325,Manhattan,7
99326,Queens,5
99327,Manhattan,5
99328,Queens,5
99329,Manhattan,12
99330,Queens,10
99331,Bronx,5
99332,Staten Island,6
99333,Manhattan,1
99334,Manhattan,5
99335,Manhattan,3
99336,Queens,6
99337,Queens,5
99338,Queens,11
99339,Staten Island,11
99340,Queens,1
99341,Manhattan,11
99342,Bronx,3
99343,Queens,7
99344,Manhattan,9
99345,Queens,7
99346,Queens,6
99347,Bronx,8
99348,Brooklyn,4
99349,Brooklyn,6
99350,Manhattan,6
99351,Brooklyn,4
99352,Manhattan,5
99353,Brooklyn,6
99354,Manhattan,5
99355,Manhattan,11
99356,Staten Island,7
99357,Queens,1
99358,Queens,1
99359,Queens,3
99360,Queens,6
99361,Manhattan,1
99362,Brooklyn,6
99363,Manhattan,7
99364,Queens,7
99365,Staten Island,1
99366,Bronx,6
99367,Queens,5
99368,Brooklyn,7
99369,Manhattan,3
99370,Staten Island,2
99371,Manhattan,5
99372,Queens,6
99373,Brooklyn,12
99374,Queens,2
99375,Manhattan,1
99376,Brooklyn,7
99377,Manhattan,4
99378,Manhattan,3
99379,Staten Island,1
99380,Manhattan,5
99381,Manhattan,5
99382,Manhattan,7
99383,Manhattan,5
99384,Manhattan,5
99385,Staten Island,5
99386,Queens,6
99387,Manhattan,3
99388,Brooklyn,9
99389,Manhattan,6
99390,Bronx,5
99391,Brooklyn,8
99392,Manhattan,1
99393,Manhattan,7
99394,Queens,7
99395,Brooklyn,3
99396,Manhattan,1
99397,Manhattan,2
99398,Brooklyn,8
99399,Manhattan,11
99400,Manhattan,3
99401,Manhattan,2
99402,Bronx,1
99403,Manhattan,1
99404,Manhattan,2
99405,Manhattan,4
99406,Manhattan,6
99407,Manhattan,4
99408,Manhattan,3
99409,Manhattan,8
99410,Brooklyn,1
99411,Queens,11
99412,Manhattan,12
99413,Manhattan,6
99414,Manhattan,9
99415,Bronx,1
99416,Manhattan,5
99417,Manhattan,1
99418,Brooklyn,10
99419,Queens,1
99420,Brooklyn,6
99421,Manhattan,2
99422,Manhattan,1
99423,Staten Island,6
99424,Manhattan,8
99425,Manhattan,9
99426,Brooklyn,4
99427,Manhattan,4
99428,Brooklyn,5
99429,Queens,8
99430,Bronx,6
99431,Queens,5
99432,Brooklyn,3
99433,Brooklyn,8
99434,Manhattan,5
99435,Queens,3
99436,Manhattan,5
99437,Queens,8
99438,Manhattan,7
99439,Brooklyn,1
99440,Manhattan,11
99441,Brooklyn,10
99442,Manhattan,4
99443,Manhattan,6
99444,Brooklyn,9
99445,Manhattan,1
99446,Brooklyn,7
99447,Manhattan,1
99448,Manhattan,12
99449,Manhattan,6
99450,Brooklyn,9
99451,Staten Island,7
99452,Queens,6
99453,Brooklyn,2
99454,Manhattan,10
99455,Queens,2
99456,Manhattan,7
99457,Brooklyn,11
99458,Queens,10
99459,Manhattan,9
99460,Queens,7
99461,Manhattan,8
99462,Bronx,5
99463,Manhattan,4
99464,Bronx,4
99465,Manhattan,7
99466,Manhattan,7
99467,Manhattan,5
99468,Brooklyn,6
99469,Bronx,4
99470,Manhattan,8
99471,Brooklyn,1
99472,Manhattan,8
99473,Manhattan,7
99474,Manhattan,4
99475,Queens,6
99476,Queens,6
99477,Bronx,7
99478,Brooklyn,2
99479,Bronx,1
99480,Bronx,10
99481,Bronx,7
99482,Queens,7
99483,Manhattan,8
99484,Brooklyn,10
99485,Brooklyn,10
99486,Manhattan,5
99487,Brooklyn,4
99488,Staten Island,5
99489,Brooklyn,4
99490,Staten Island,4
99491,Brooklyn,8
99492,Brooklyn,5
99493,Queens,5
99494,Bronx,1
99495,Queens,5
99496,Queens,5
99497,Manhattan,6
99499,Queens,7
99500,Manhattan,1
99501,Bronx,3
99502,Manhattan,11
99503,Bronx,7
99504,Brooklyn,4
99507,Queens,5
99508,Brooklyn,5
99509,Brooklyn,7
99513,Manhattan,7
99514,Manhattan,4
99515,Queens,10
99516,Queens,6
99517,Manhattan,5
99518,Brooklyn,6
99519,Manhattan,4
99520,Manhattan,11
99521,Queens,7
99522,Manhattan,12
99523,Manhattan,1
99524,Queens,6
99525,Manhattan,4
99526,Bronx,6
99527,Queens,5
99528,Manhattan,3
99529,Bronx,3
99530,Queens,6
99531,Queens,4
99532,Queens,6
99533,Manhattan,1
99534,Bronx,6
99535,Queens,6
99536,Queens,1
99537,Manhattan,8
99538,Brooklyn,7
99539,Brooklyn,5
99540,Bronx,4
99541,Manhattan,5
99542,Manhattan,10
99543,Brooklyn,11
99544,Brooklyn,3
99545,Manhattan,4
99546,Queens,2
99547,Staten Island,1
99548,Manhattan,1
99549,Queens,11
99550,Bronx,4
99551,Brooklyn,7
99552,Manhattan,6
99553,Manhattan,5
99554,Manhattan,6
99555,Manhattan,1
99556,Manhattan,2
99557,Manhattan,12
99558,Bronx,6
99559,Manhattan,1
99560,Brooklyn,2
99561,Brooklyn,7
99562,Brooklyn,5
99563,Brooklyn,2
99564,Queens,3
99565,Manhattan,7
99566,Brooklyn,6
99567,Manhattan,1
99568,Manhattan,8
99569,Brooklyn,5
99570,Brooklyn,8
99571,Manhattan,7
99572,Queens,1
99573,Manhattan,10
99574,Queens,12
99575,Brooklyn,5
99576,Manhattan,5
99577,Bronx,1
99578,Brooklyn,8
99579,Staten Island,2
99580,Queens,6
99581,Manhattan,10
99582,Manhattan,10
99583,Queens,7
99584,Manhattan,10
99585,Bronx,4
99586,Bronx,6
99587,Manhattan,2
99588,Brooklyn,7
99589,Manhattan,9
99590,Queens,7
99591,Brooklyn,8
99592,Brooklyn,8
99593,Bronx,2
99594,Manhattan,10
99595,Staten Island,2
99596,Brooklyn,6
99597,Manhattan,7
99598,Manhattan,3
99599,Manhattan,7
99600,Queens,7
99601,Brooklyn,6
99602,Brooklyn,9
99603,Brooklyn,6
99604,Queens,8
99605,Brooklyn,9
99606,Brooklyn,3
99607,Manhattan,5
99608,Queens,1
99609,Brooklyn,7
99610,Manhattan,4
99611,Brooklyn,11
99612,Staten Island,5
99613,Brooklyn,5
99614,Brooklyn,11
99615,Queens,5
99616,Brooklyn,2
99617,Manhattan,8
99618,Manhattan,3
99619,Manhattan,2
99620,Bronx,8
99621,Bronx,2
99622,Staten Island,7
99623,Queens,9
99624,Manhattan,4
99625,Manhattan,6
99626,Manhattan,1
99627,Queens,5
99628,Brooklyn,7
99629,Manhattan,4
99630,Brooklyn,7
99631,Queens,3
99632,Manhattan,10
99633,Manhattan,7
99634,Manhattan,4
99635,Queens,4
99636,Queens,5
99637,Brooklyn,5
99638,Manhattan,3
99639,Bronx,6
99640,Manhattan,8
99641,Brooklyn,5
99642,Bronx,1
99643,Bronx,4
99644,Staten Island,9
99645,Manhattan,3
99646,Queens,7
