Tract,AvgHI2014,AvgHI2015,AvgHi2016,AverageHI
1182.01,35789.00,42301.00,45147.00,41079.00
1182.02,43385.00,46048.00,50962.00,46798.33
1184,47204.00,50319.00,51019.00,49514.00
1185,54135.00,51731.00,48042.00,51302.67
1186,42446.00,41471.00,41711.00,41876.00
1187,55000.00,42222.00,43417.00,46879.67
1188,26962.00,30699.00,39773.00,32478.00
1189,79792.00,70938.00,62132.00,70954.00
1190,31926.00,30565.00,31563.00,31351.33
1191,57500.00,56313.00,52569.00,55460.67
1192,29087.00,43182.00,43713.00,38660.67
1193,51875.00,47578.00,46298.00,48583.67
1194,37981.00,32136.00,31170.00,33762.33
1195,80221.00,81618.00,77115.00,79651.33
1196,33043.00,32115.00,30905.00,32021.00
1198,37938.00,31225.00,27596.00,32253.00
1199,76100.00,70268.00,60625.00,68997.67
1200,31599.00,32468.00,32500.00,32189.00
1201,45982.00,44336.00,45000.00,45106.00
1202,46944.00,47206.00,39485.00,44545.00
1203,71786.00,60625.00,68036.00,66815.67
1205,25179.00,24583.00,27098.00,25620.00
1207,85263.00,74464.00,72841.00,77522.67
1208,33991.00,32269.00,36197.00,34152.33
1210,16943.00,17139.00,18777.00,17619.67
1214,17839.00,19264.00,21285.00,19462.67
1215,64231.00,60106.00,63409.00,62582.00
1220,38665.00,43125.00,44930.00,42240.00
1223,70114.00,68864.00,69292.00,69423.33
1227.01,50364.00,51045.00,57727.00,53045.33
1227.02,20075.00,23194.00,24177.00,22482.00
1237,29328.00,30035.00,30528.00,29963.67
1241,61599.00,62285.00,63850.00,62578.00
1247,80957.00,71790.00,76458.00,76401.67
1257,52961.00,53667.00,56357.00,54328.33
1265,63750.00,43750.00,55882.00,54460.67
1267,78826.00,72434.00,81379.00,77546.33
1277,101133.00,103472.00,116734.00,107113.00
1283,49250.00,32188.00,43889.00,41775.67
1291.02,97031.00,95875.00,99973.00,97626.33
1291.03,69556.00,72143.00,63831.00,68510.00
1291.04,86458.00,89527.00,81058.00,85681.00
1301,71950.00,63189.00,63255.00,66131.33
1333,89286.00,89856.00,100536.00,93226.00
1339,100735.00,101731.00,116875.00,106447.00
1341,87038.00,81524.00,84107.00,84223.00
1347,53592.00,58604.00,58700.00,56965.33
1367,63528.00,61681.00,61746.00,62318.33
1377,64279.00,61292.00,65591.00,63720.67
1385.01,64762.00,65625.00,64176.00,64854.33
1399,82500.00,95298.00,98345.00,92047.67
1403,76546.00,76200.00,73681.00,75475.67
1409.01,80500.00,88333.00,100536.00,89789.67
1409.02,95243.00,102908.00,101397.00,99849.33
1417,77645.00,79226.00,75417.00,77429.33
1429,71800.00,72222.00,82314.00,75445.33
1435,76125.00,76528.00,73625.00,75426.00
1441,87470.00,87000.00,100359.00,91609.67
1447,77093.00,76500.00,76250.00,76614.33
1451.01,63333.00,78261.00,79886.00,73826.67
1451.02,86316.00,85170.00,90474.00,87320.00
1459,73409.00,85128.00,86000.00,81512.33
1463,74152.00,79297.00,83322.00,78923.67
1467,62198.00,69071.00,71136.00,67468.33
1471,69625.00,70086.00,73125.00,70945.33
1479,83909.00,82927.00,81031.00,82622.33
1483,109306.00,109583.00,120766.00,113218.33
1502,99637.00,100813.00,105188.00,101879.33
1507.01,86570.00,92308.00,94375.00,91084.33
1507.02,69444.00,68301.00,78258.00,72001.00
1522,88750.00,81618.00,85147.00,85171.67
1529.01,87163.00,94224.00,83393.00,88260.00
1529.02,82791.00,86552.00,77468.00,82270.33
1551.01,61587.00,58894.00,63368.00,61283.00
1551.02,79114.00,84508.00,88899.00,84173.67
1567,101016.00,57500.00,,79258.00
1571.01,78652.00,82004.00,80931.00,80529.00
1571.02,71319.00,68846.00,77292.00,72485.67
1579.01,78641.00,82981.00,93466.00,85029.33
1579.02,89395.00,95592.00,103125.00,96037.33
1579.03,81173.00,76330.00,82148.00,79883.67
1617,88125.00,73929.00,76045.00,79366.33
1621,74861.00,67425.00,65114.00,69133.33
